0,date,time,open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
1,2021.01.04,00:00,1.36417,1.36628,1.36392,1.36554,322,1,0,0,0,0,0
2,2021.01.04,01:00,1.36602,1.36835,1.36562,1.36804,3456,1,0,0,0,0,0
3,2021.01.04,02:00,1.36812,1.36833,1.36592,1.36727,5875,0,1,0,1,0,0
4,2021.01.04,03:00,1.36726,1.36899,1.36708,1.36819,6453,1,0,0,1,0,0
5,2021.01.04,04:00,1.3682,1.36948,1.36807,1.36924,5294,1,0,0,1,0,0
6,2021.01.04,05:00,1.36928,1.36965,1.36896,1.36954,3290,1,0,0,1,0,0
7,2021.01.04,06:00,1.36955,1.36982,1.36759,1.36805,3078,0,1,0,1,0,0
8,2021.01.04,07:00,1.36806,1.36859,1.36679,1.36833,3666,1,0,0,1,0,0
9,2021.01.04,08:00,1.36834,1.36864,1.36738,1.36847,4452,1,0,0,1,0,0
10,2021.01.04,09:00,1.36851,1.3703,1.36794,1.36873,6231,1,0,0,1,0,0
11,2021.01.04,10:00,1.36874,1.36958,1.36717,1.36903,9492,1,0,0,1,1,0
12,2021.01.04,11:00,1.36906,1.36963,1.36643,1.36727,7788,0,1,0,0,1,0
13,2021.01.04,12:00,1.36726,1.36965,1.36706,1.36928,6516,1,0,0,0,1,0
14,2021.01.04,13:00,1.36927,1.37037,1.36643,1.36698,6882,0,1,0,0,1,0
15,2021.01.04,14:00,1.36696,1.36705,1.36456,1.3654,7716,0,1,0,0,1,0
16,2021.01.04,15:00,1.36539,1.3657,1.36136,1.3626,9109,0,1,0,0,1,1
17,2021.01.04,16:00,1.36264,1.36318,1.3602,1.36077,9837,0,1,0,0,1,1
18,2021.01.04,17:00,1.3608,1.3608,1.35612,1.35773,11287,0,1,0,0,1,1
19,2021.01.04,18:00,1.35772,1.35959,1.35494,1.35501,10045,0,1,0,0,1,1
20,2021.01.04,19:00,1.35498,1.35714,1.35415,1.35655,7911,1,0,0,0,0,1
21,2021.01.04,20:00,1.35653,1.3569,1.35515,1.35629,6005,0,1,0,0,0,1
22,2021.01.04,21:00,1.35629,1.35675,1.3552,1.35659,5642,1,0,0,0,0,1
23,2021.01.04,22:00,1.35656,1.35685,1.35515,1.35685,4845,1,0,0,0,0,1
24,2021.01.04,23:00,1.35685,1.3579,1.35541,1.357,3073,1,0,0,0,0,0
25,2021.01.05,00:00,1.357,1.35753,1.35677,1.35731,530,1,0,0,0,0,0
26,2021.01.05,01:00,1.3573,1.35783,1.35632,1.35709,3265,0,1,0,0,0,0
27,2021.01.05,02:00,1.35708,1.35772,1.35615,1.35706,4307,0,1,0,1,0,0
28,2021.01.05,03:00,1.35707,1.35785,1.35678,1.35695,5846,0,1,0,1,0,0
29,2021.01.05,04:00,1.35696,1.35892,1.35672,1.35865,4500,1,0,0,1,0,0
30,2021.01.05,05:00,1.35865,1.35956,1.35785,1.35855,5382,0,1,0,1,0,0
31,2021.01.05,06:00,1.35856,1.35899,1.35804,1.35868,5030,1,0,0,1,0,0
32,2021.01.05,07:00,1.35869,1.36024,1.35869,1.35977,4492,1,0,0,1,0,0
33,2021.01.05,08:00,1.35976,1.36123,1.35899,1.36072,5162,1,0,0,1,0,0
34,2021.01.05,09:00,1.36073,1.3609,1.35607,1.35702,7355,0,1,0,1,0,0
35,2021.01.05,10:00,1.35706,1.35939,1.35542,1.35595,9254,0,1,0,1,1,0
36,2021.01.05,11:00,1.35593,1.35895,1.35564,1.35727,6186,1,0,0,0,1,0
37,2021.01.05,12:00,1.35727,1.35938,1.35704,1.35858,5827,1,0,0,0,1,0
38,2021.01.05,13:00,1.35856,1.36074,1.35824,1.35901,6569,1,0,0,0,1,0
39,2021.01.05,14:00,1.35897,1.35933,1.35691,1.35843,8212,0,1,0,0,1,0
40,2021.01.05,15:00,1.35844,1.35937,1.35591,1.35671,8921,0,1,0,0,1,1
41,2021.01.05,16:00,1.35671,1.36018,1.35637,1.3599,9748,1,0,0,0,1,1
42,2021.01.05,17:00,1.35982,1.3604,1.35725,1.35933,10738,0,1,0,0,1,1
43,2021.01.05,18:00,1.35933,1.3624,1.35927,1.36177,8800,1,0,0,0,1,1
44,2021.01.05,19:00,1.36177,1.36421,1.36177,1.36329,7181,1,0,0,0,0,1
45,2021.01.05,20:00,1.3633,1.36339,1.36136,1.36275,4538,0,1,0,0,0,1
46,2021.01.05,21:00,1.36276,1.36348,1.36228,1.3629,4102,1,0,0,0,0,1
47,2021.01.05,22:00,1.36294,1.36345,1.36228,1.36261,3759,0,1,0,0,0,1
48,2021.01.05,23:00,1.3626,1.36276,1.36191,1.36254,2117,0,1,0,0,0,0
49,2021.01.06,00:00,1.3625,1.3625,1.36087,1.36224,220,0,1,0,0,0,0
50,2021.01.06,01:00,1.36221,1.36284,1.36173,1.36266,3013,1,0,0,0,0,0
51,2021.01.06,02:00,1.36266,1.36464,1.3624,1.36342,7205,1,0,0,1,0,0
52,2021.01.06,03:00,1.36342,1.36387,1.35991,1.36065,10574,0,1,0,1,0,0
53,2021.01.06,04:00,1.36065,1.36103,1.35915,1.35951,6747,0,1,0,1,0,0
54,2021.01.06,05:00,1.35949,1.36107,1.35928,1.36005,5640,1,0,0,1,0,0
55,2021.01.06,06:00,1.36006,1.36201,1.35995,1.3609,6314,1,0,0,1,0,0
56,2021.01.06,07:00,1.36091,1.36207,1.36072,1.36156,4886,1,0,0,1,0,0
57,2021.01.06,08:00,1.36155,1.36317,1.36095,1.36294,5211,1,0,0,1,0,0
58,2021.01.06,09:00,1.36294,1.36599,1.36281,1.36585,8932,1,0,0,1,0,0
59,2021.01.06,10:00,1.3658,1.36609,1.362,1.36244,9168,0,1,0,1,1,0
60,2021.01.06,11:00,1.36244,1.36456,1.36189,1.36437,7695,1,0,0,0,1,0
61,2021.01.06,12:00,1.36438,1.3671,1.36438,1.36557,7239,1,0,0,0,1,0
62,2021.01.06,13:00,1.36557,1.36661,1.36479,1.36479,6763,0,1,0,0,1,0
63,2021.01.06,14:00,1.36479,1.36541,1.36032,1.36153,8665,0,1,0,0,1,0
64,2021.01.06,15:00,1.36154,1.36293,1.35637,1.35642,10163,0,1,0,0,1,1
65,2021.01.06,16:00,1.35642,1.35908,1.35381,1.35774,13465,1,0,0,0,1,1
66,2021.01.06,17:00,1.35771,1.35902,1.35479,1.35507,11130,0,1,0,0,1,1
67,2021.01.06,18:00,1.3551,1.35955,1.35406,1.35907,9602,1,0,0,0,1,1
68,2021.01.06,19:00,1.35908,1.36069,1.35886,1.36046,6481,1,0,0,0,0,1
69,2021.01.06,20:00,1.36044,1.36197,1.36023,1.36156,5580,1,0,0,0,0,1
70,2021.01.06,21:00,1.36156,1.36185,1.35958,1.35989,8849,0,1,0,0,0,1
71,2021.01.06,22:00,1.35982,1.36263,1.35979,1.361,9015,1,0,0,0,0,1
72,2021.01.06,23:00,1.36109,1.3616,1.36047,1.36073,2865,0,1,0,0,0,0
73,2021.01.07,00:00,1.36073,1.36156,1.35965,1.36079,1050,1,0,0,0,0,0
74,2021.01.07,01:00,1.36089,1.36265,1.36034,1.36239,3482,1,0,0,0,0,0
75,2021.01.07,02:00,1.36238,1.36329,1.36157,1.36235,4765,0,1,0,1,0,0
76,2021.01.07,03:00,1.36236,1.36291,1.36168,1.36199,5388,0,1,0,1,0,0
77,2021.01.07,04:00,1.36198,1.36205,1.35724,1.35886,5391,0,1,0,1,0,0
