0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length
1,2019.01.02,00:30,1.27449,1.27466,1.27353,1.27404,335,0,1,0,0,0,0,,5.0,3.0
2,2019.01.02,00:45,1.27404,1.27428,1.27295,1.27343,414,0,1,0,0,0,0,2.0,5.0,4.0
3,2019.01.02,01:00,1.27304,1.27539,1.27303,1.2749,880,1,0,0,0,0,0,5.0,4.0,5.0
4,2019.01.02,01:15,1.2749,1.27494,1.27469,1.27481,761,0,1,0,0,0,0,-1.0,5.0,3.0
5,2019.01.02,01:30,1.27482,1.27509,1.2747,1.27505,189,1,0,0,0,0,0,-4.0,5.0,4.0
6,2019.01.02,01:45,1.27506,1.27535,1.27502,1.2753,449,1,0,0,0,0,0,5.0,5.0,5.0
7,2019.01.02,02:00,1.2753,1.2753,1.27463,1.27487,760,0,1,0,1,0,0,4.0,5.0,4.0
8,2019.01.02,02:15,1.27487,1.27509,1.27456,1.27472,1097,0,1,0,1,0,0,3.0,3.0,4.0
9,2019.01.02,02:30,1.27472,1.27484,1.2745,1.27474,1219,1,0,0,1,0,0,1.0,4.0,2.0
10,2019.01.02,02:45,1.27471,1.2749,1.27464,1.27488,343,1,0,0,1,0,0,-4.0,5.0,4.0
11,2019.01.02,03:00,1.27489,1.27489,1.27423,1.27451,946,0,1,0,1,0,0,5.0,5.0,3.0
12,2019.01.02,03:15,1.2745,1.27466,1.27439,1.27445,355,0,1,0,1,0,0,-4.0,3.0,4.0
13,2019.01.02,03:30,1.27446,1.27479,1.27412,1.27478,584,1,0,0,1,0,0,4.0,5.0,3.0
14,2019.01.02,03:45,1.27477,1.27478,1.27417,1.2745,1092,0,1,0,1,0,0,5.0,5.0,3.0
15,2019.01.02,04:00,1.27449,1.2745,1.27394,1.27421,764,0,1,0,1,0,0,-2.0,5.0,3.0
16,2019.01.02,04:15,1.27422,1.27431,1.27353,1.27357,1144,0,1,0,1,0,0,3.0,5.0,5.0
