0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
1,2019.01.02,04:00,1.27449,1.27573,1.27229,1.2756,13137,1,0,0,1,0,0
2,2019.01.02,08:00,1.27559,1.27728,1.26875,1.26888,29232,0,1,0,1,0,0
3,2019.01.02,12:00,1.26887,1.27025,1.26027,1.26089,32613,0,1,0,0,1,0
4,2019.01.02,16:00,1.26083,1.26258,1.25811,1.25865,40544,0,1,0,0,1,1
5,2019.01.02,20:00,1.25864,1.26161,1.25854,1.26058,14747,1,0,0,0,0,1
6,2019.01.03,00:00,1.26018,1.26076,1.24237,1.25469,15877,0,1,0,0,0,0
7,2019.01.03,04:00,1.2547,1.25598,1.25402,1.25455,13674,0,1,0,1,0,0
8,2019.01.03,08:00,1.25459,1.25874,1.25385,1.25807,29765,1,0,0,1,0,0
9,2019.01.03,12:00,1.25802,1.25995,1.25509,1.25901,32796,1,0,0,0,1,0
10,2019.01.03,16:00,1.259,1.26474,1.25765,1.26428,47416,1,0,0,0,1,1
11,2019.01.03,20:00,1.26427,1.26464,1.26232,1.26239,17662,0,1,0,0,0,1
12,2019.01.04,00:00,1.26239,1.26453,1.26158,1.26405,17664,1,0,0,0,0,0
13,2019.01.04,04:00,1.26409,1.26431,1.26284,1.26343,11572,0,1,0,1,0,0
14,2019.01.04,08:00,1.26342,1.26822,1.26273,1.26718,22820,1,0,0,1,0,0
15,2019.01.04,12:00,1.26718,1.26948,1.26329,1.26431,28034,0,1,0,0,1,0
16,2019.01.04,16:00,1.26431,1.27439,1.26169,1.27259,44817,1,0,0,0,1,1
17,2019.01.04,20:00,1.27262,1.27445,1.27192,1.27256,16692,0,1,0,0,0,1
18,2019.01.07,00:00,1.27147,1.27452,1.27111,1.27421,11435,1,0,0,0,0,0
19,2019.01.07,04:00,1.27422,1.27508,1.27393,1.27484,9289,1,0,0,1,0,0
20,2019.01.07,08:00,1.27483,1.27652,1.27203,1.27501,20886,1,0,0,1,0,0
21,2019.01.07,12:00,1.27501,1.27679,1.27264,1.27652,20239,1,0,0,0,1,0
22,2019.01.07,16:00,1.27653,1.27868,1.27519,1.27737,29861,1,0,0,0,1,1
23,2019.01.07,20:00,1.27735,1.27811,1.2763,1.27798,13118,1,0,0,0,0,1
24,2019.01.08,00:00,1.27798,1.27888,1.27641,1.27653,9916,0,1,0,0,0,0
25,2019.01.08,04:00,1.27652,1.27735,1.27538,1.27632,12426,0,1,0,1,0,0
26,2019.01.08,08:00,1.27632,1.27971,1.27462,1.27665,21822,1,0,0,1,0,0
27,2019.01.08,12:00,1.27664,1.27799,1.2728,1.27351,23277,0,1,0,0,1,0
28,2019.01.08,16:00,1.27355,1.27464,1.27081,1.27229,27009,0,1,0,0,1,1
29,2019.01.08,20:00,1.27229,1.27252,1.27068,1.27123,11183,0,1,0,0,0,1
30,2019.01.09,00:00,1.27129,1.27487,1.27092,1.27374,12879,1,0,0,0,0,0
