0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length,support,resistance
196,2019.10.14,00:00,1.26207,1.26494,1.25158,1.2608,123919,0,1,0,0,0,0,-2.0,4.0,2.0,0,1
197,2019.10.15,00:00,1.2608,1.28001,1.2601,1.27803,165054,1,0,0,0,0,0,2.0,5.0,5.0,1,0
198,2019.10.16,00:00,1.27803,1.28777,1.26563,1.28249,170638,1,0,0,0,0,0,0.0,4.0,3.0,0,0
199,2019.10.17,00:00,1.28249,1.29894,1.27488,1.28913,170838,1,0,0,0,0,0,0.0,3.0,4.0,0,0
200,2019.10.18,00:00,1.28914,1.29739,1.28394,1.2972,135513,1,0,0,0,0,0,-2.0,5.0,4.0,0,0
201,2019.10.21,00:00,1.29473,1.30128,1.28739,1.29577,128888,1,0,0,0,0,0,,4.0,3.0,0,0
202,2019.10.22,00:00,1.29578,1.30001,1.28621,1.28695,135924,0,1,0,0,0,0,0.0,4.0,5.0,0,1
203,2019.10.23,00:00,1.28695,1.29218,1.28413,1.29144,132101,1,0,0,0,0,0,,5.0,4.0,1,0
204,2019.10.24,00:00,1.29144,1.29498,1.27884,1.28504,119905,0,1,0,0,0,0,,4.0,4.0,0,1
205,2019.10.25,00:00,1.28549,1.28629,1.28043,1.28318,93269,0,1,0,0,0,0,-2.0,5.0,3.0,0,0
206,2019.10.28,00:00,1.28097,1.28762,1.28097,1.28572,88157,1,0,0,0,0,0,,4.0,5.0,1,0
207,2019.10.29,00:00,1.28569,1.29047,1.28065,1.28689,108942,1,0,0,0,0,0,2.0,4.0,3.0,0,0
208,2019.10.30,00:00,1.28674,1.29074,1.28453,1.28969,106002,1,0,0,0,0,0,,5.0,4.0,0,0
209,2019.10.31,00:00,1.28968,1.29758,1.28939,1.29399,118757,1,0,0,0,0,0,1.0,3.0,5.0,0,0
210,2019.11.01,00:00,1.294,1.29726,1.29239,1.29381,105396,0,1,0,0,0,0,-1.0,2.0,4.0,0,1
