0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
1,2021.01.04,00:00,1.36417,1.36899,1.36392,1.36819,16106,1,0,0,0,0,0
2,2021.01.04,04:00,1.3682,1.36982,1.36679,1.36833,15328,1,0,0,1,0,0
3,2021.01.04,08:00,1.36834,1.3703,1.36643,1.36727,27963,0,1,0,1,0,0
4,2021.01.04,12:00,1.36726,1.37037,1.36136,1.3626,30223,0,1,0,0,1,0
5,2021.01.04,16:00,1.36264,1.36318,1.35415,1.35655,39080,0,1,0,0,1,1
6,2021.01.04,20:00,1.35653,1.3579,1.35515,1.357,19565,1,0,0,0,0,1
7,2021.01.05,00:00,1.357,1.35785,1.35615,1.35695,13948,0,1,0,0,0,0
8,2021.01.05,04:00,1.35696,1.36024,1.35672,1.35977,19404,1,0,0,1,0,0
9,2021.01.05,08:00,1.35976,1.36123,1.35542,1.35727,27957,0,1,0,1,0,0
10,2021.01.05,12:00,1.35727,1.36074,1.35591,1.35671,29529,0,1,0,0,1,0
11,2021.01.05,16:00,1.35671,1.36421,1.35637,1.36329,36467,1,0,0,0,1,1
12,2021.01.05,20:00,1.3633,1.36348,1.36136,1.36254,14516,0,1,0,0,0,1
13,2021.01.06,00:00,1.3625,1.36464,1.35991,1.36065,21012,0,1,0,0,0,0
14,2021.01.06,04:00,1.36065,1.36207,1.35915,1.36156,23587,1,0,0,1,0,0
15,2021.01.06,08:00,1.36155,1.36609,1.36095,1.36437,31006,1,0,0,1,0,0
16,2021.01.06,12:00,1.36438,1.3671,1.35637,1.35642,32830,0,1,0,0,1,0
17,2021.01.06,16:00,1.35642,1.36069,1.35381,1.36046,40678,1,0,0,0,1,1
18,2021.01.06,20:00,1.36044,1.36263,1.35958,1.36073,26309,1,0,0,0,0,1
19,2021.01.07,00:00,1.36073,1.36329,1.35965,1.36199,14685,1,0,0,0,0,0
20,2021.01.07,04:00,1.36198,1.36205,1.35724,1.35847,16320,0,1,0,1,0,0
21,2021.01.07,08:00,1.35848,1.36269,1.35646,1.35942,28853,1,0,0,1,0,0
22,2021.01.07,12:00,1.35943,1.36131,1.35567,1.3588,29810,0,1,0,0,1,0
23,2021.01.07,16:00,1.35879,1.36034,1.35326,1.35482,34858,0,1,0,0,1,1
24,2021.01.07,20:00,1.35483,1.35775,1.35483,1.35567,15695,1,0,0,0,0,1
25,2021.01.08,00:00,1.35625,1.35724,1.35383,1.35535,13521,0,1,0,0,0,0
26,2021.01.08,04:00,1.35536,1.35706,1.35465,1.35606,15656,1,0,0,1,0,0
27,2021.01.08,08:00,1.35607,1.36023,1.35575,1.36002,30461,1,0,0,1,0,0
28,2021.01.08,12:00,1.36002,1.36262,1.35745,1.3619,28242,1,0,0,0,1,0
29,2021.01.08,16:00,1.36189,1.36356,1.35475,1.35787,43322,0,1,0,0,1,1
30,2021.01.08,20:00,1.35788,1.35792,1.35432,1.35615,19739,0,1,0,0,0,1
31,2021.01.11,00:00,1.35578,1.35681,1.35052,1.35087,14943,0,1,0,0,0,0
32,2021.01.11,04:00,1.35086,1.35157,1.34915,1.35008,16428,0,1,0,1,0,0
33,2021.01.11,08:00,1.35008,1.35157,1.34824,1.34925,27983,0,1,0,1,0,0
34,2021.01.11,12:00,1.34925,1.35023,1.3458,1.34647,29419,0,1,0,0,1,0
35,2021.01.11,16:00,1.34645,1.35303,1.34504,1.35251,35373,1,0,0,0,1,1
36,2021.01.11,20:00,1.3525,1.35348,1.35034,1.35151,11022,0,1,0,0,0,1
37,2021.01.12,00:00,1.35151,1.35301,1.35023,1.35226,11533,1,0,0,0,0,0
38,2021.01.12,04:00,1.35227,1.35449,1.35152,1.35432,12823,1,0,0,1,0,0
39,2021.01.12,08:00,1.35432,1.36064,1.35381,1.36024,27564,1,0,0,1,0,0
40,2021.01.12,12:00,1.36026,1.36055,1.35757,1.35869,25473,0,1,0,0,1,0
41,2021.01.12,16:00,1.35868,1.36371,1.35809,1.36242,30059,1,0,0,0,1,1
42,2021.01.12,20:00,1.36241,1.36699,1.3621,1.36575,15767,1,0,0,0,0,1
43,2021.01.13,00:00,1.36652,1.36828,1.36557,1.36787,9896,1,0,0,0,0,0
44,2021.01.13,04:00,1.3679,1.36927,1.36747,1.36773,13918,0,1,0,1,0,0
45,2021.01.13,08:00,1.36774,1.37013,1.36621,1.36902,25296,1,0,0,1,0,0
46,2021.01.13,12:00,1.36901,1.36935,1.36531,1.36815,29142,0,1,0,0,1,0
47,2021.01.13,16:00,1.36814,1.36821,1.36114,1.36393,34655,0,1,0,0,1,1
48,2021.01.13,20:00,1.36395,1.36521,1.36257,1.36353,13481,0,1,0,0,0,1
49,2021.01.14,00:00,1.36367,1.36549,1.36294,1.36498,12981,1,0,0,0,0,0
50,2021.01.14,04:00,1.36498,1.36512,1.36162,1.3639,20052,0,1,0,1,0,0
51,2021.01.14,08:00,1.3639,1.36801,1.3628,1.36523,28828,1,0,0,1,0,0
52,2021.01.14,12:00,1.36524,1.36624,1.36206,1.36267,27939,0,1,0,0,1,0
53,2021.01.14,16:00,1.36266,1.37104,1.36233,1.36892,30775,1,0,0,0,1,1
54,2021.01.14,20:00,1.3689,1.37013,1.36694,1.36857,17559,0,1,0,0,0,1
55,2021.01.15,00:00,1.36857,1.36978,1.36808,1.36832,11027,0,1,0,0,0,0
56,2021.01.15,04:00,1.36831,1.36917,1.36671,1.36744,14807,0,1,0,1,0,0
57,2021.01.15,08:00,1.36739,1.36803,1.36372,1.36404,27788,0,1,0,1,0,0
58,2021.01.15,12:00,1.36404,1.36606,1.36054,1.36054,31173,0,1,0,0,1,0
59,2021.01.15,16:00,1.36054,1.36154,1.35722,1.36052,32901,0,1,0,0,1,1
60,2021.01.15,20:00,1.3605,1.3605,1.35761,1.35875,11034,0,1,0,0,0,1
61,2021.01.18,00:00,1.35898,1.35985,1.35659,1.35858,16143,0,1,0,0,0,0
62,2021.01.18,04:00,1.35858,1.35897,1.35596,1.35717,17307,0,1,0,1,0,0
63,2021.01.18,08:00,1.35718,1.35733,1.35196,1.3529,23153,0,1,0,1,0,0
64,2021.01.18,12:00,1.35289,1.35575,1.35257,1.35554,23222,1,0,0,0,1,0
65,2021.01.18,16:00,1.35553,1.35877,1.35449,1.35818,18343,1,0,0,0,1,1
66,2021.01.18,20:00,1.3582,1.35874,1.35775,1.35846,8122,1,0,0,0,0,1
67,2021.01.19,00:00,1.35846,1.36101,1.35739,1.36033,11990,1,0,0,0,0,0
68,2021.01.19,04:00,1.36034,1.36146,1.35983,1.36088,16210,1,0,0,1,0,0
69,2021.01.19,08:00,1.36084,1.36125,1.35844,1.36073,24194,0,1,0,1,0,0
70,2021.01.19,12:00,1.36073,1.3627,1.3604,1.36157,23715,1,0,0,0,1,0
71,2021.01.19,16:00,1.36157,1.36285,1.36044,1.36255,26337,1,0,0,0,1,1
72,2021.01.19,20:00,1.36256,1.36364,1.36195,1.36276,12511,1,0,0,0,0,1
73,2021.01.20,00:00,1.36204,1.36506,1.36204,1.3643,12310,1,0,0,0,0,0
74,2021.01.20,04:00,1.3643,1.36574,1.36428,1.36545,12296,1,0,0,1,0,0
75,2021.01.20,08:00,1.36544,1.36987,1.36523,1.36909,26177,1,0,0,1,0,0
76,2021.01.20,12:00,1.36911,1.37189,1.36593,1.36726,28574,0,1,0,0,1,0
77,2021.01.20,16:00,1.36724,1.36804,1.36233,1.36421,29981,0,1,0,0,1,1
78,2021.01.20,20:00,1.36421,1.36599,1.36359,1.36537,11702,1,0,0,0,0,1
79,2021.01.21,00:00,1.36537,1.3682,1.36499,1.36729,12313,1,0,0,0,0,0
80,2021.01.21,04:00,1.36729,1.36947,1.36698,1.36943,12012,1,0,0,1,0,0
81,2021.01.21,08:00,1.36943,1.37459,1.36913,1.37335,25689,1,0,0,1,0,0
82,2021.01.21,12:00,1.37334,1.37366,1.37083,1.37115,29423,0,1,0,0,1,0
83,2021.01.21,16:00,1.37112,1.37398,1.37053,1.37102,28179,0,1,0,0,1,1
84,2021.01.21,20:00,1.37102,1.37383,1.37033,1.37316,14037,1,0,0,0,0,1
85,2021.01.22,00:00,1.37316,1.3736,1.37143,1.37164,11137,0,1,0,0,0,0
86,2021.01.22,04:00,1.37164,1.37214,1.3704,1.37065,11248,0,1,0,1,0,0
87,2021.01.22,08:00,1.37065,1.37067,1.36514,1.36675,26073,0,1,0,1,0,0
88,2021.01.22,12:00,1.36676,1.36771,1.36359,1.36469,25766,0,1,0,0,1,0
89,2021.01.22,16:00,1.36465,1.36847,1.36411,1.36792,25015,1,0,0,0,1,1
90,2021.01.22,20:00,1.36792,1.36932,1.36736,1.3684,9727,1,0,0,0,0,1
91,2021.01.25,00:00,1.36781,1.3691,1.3669,1.36821,12556,1,0,0,0,0,0
92,2021.01.25,04:00,1.36822,1.37151,1.36822,1.37146,11169,1,0,0,1,0,0
93,2021.01.25,08:00,1.37146,1.37234,1.36659,1.3673,24254,0,1,0,1,0,0
94,2021.01.25,12:00,1.36731,1.36991,1.36677,1.36826,24203,1,0,0,0,1,0
95,2021.01.25,16:00,1.36825,1.36909,1.36488,1.36698,34974,0,1,0,0,1,1
96,2021.01.25,20:00,1.36696,1.36772,1.36593,1.36725,13050,1,0,0,0,0,1
97,2021.01.26,00:00,1.36748,1.36791,1.36535,1.36749,7426,1,0,0,0,0,0
98,2021.01.26,04:00,1.36748,1.3677,1.36462,1.36531,12880,0,1,0,1,0,0
99,2021.01.26,08:00,1.36532,1.36647,1.36094,1.36584,25263,1,0,0,1,0,0
