0,date,time,open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
178,2020.01.13,09:00,1.3027,1.30274,1.29954,1.2999,6321,0,1,0,1,0,0
179,2020.01.13,10:00,1.2999,1.3008,1.29854,1.30018,7021,1,0,0,1,1,0
180,2020.01.13,11:00,1.30013,1.30081,1.29651,1.29727,8656,0,1,0,0,1,0
181,2020.01.13,12:00,1.29724,1.29943,1.29612,1.29843,5983,1,0,0,0,1,0
182,2020.01.13,13:00,1.29843,1.29892,1.29652,1.29652,5619,0,1,0,0,1,0
183,2020.01.13,14:00,1.29653,1.29799,1.29611,1.29762,5744,1,0,0,0,1,0
184,2020.01.13,15:00,1.29757,1.29926,1.29709,1.29842,6503,1,0,0,0,1,1
185,2020.01.13,16:00,1.29845,1.29989,1.2981,1.29949,7377,1,0,0,0,1,1
186,2020.01.13,17:00,1.29946,1.29946,1.29755,1.29787,6335,0,1,0,0,1,1
187,2020.01.13,18:00,1.29787,1.2991,1.29757,1.29834,4428,1,0,0,0,1,1
188,2020.01.13,19:00,1.29833,1.29975,1.2979,1.29953,3564,1,0,0,0,0,1
189,2020.01.13,20:00,1.29952,1.29974,1.29903,1.29962,3225,1,0,0,0,0,1
190,2020.01.13,21:00,1.29963,1.30012,1.2994,1.29984,2537,1,0,0,0,0,1
191,2020.01.13,22:00,1.29984,1.30035,1.29947,1.29952,3042,0,1,0,0,0,1
192,2020.01.13,23:00,1.29955,1.29955,1.29863,1.29882,2044,0,1,0,0,0,0
193,2020.01.14,00:00,1.29881,1.2994,1.29846,1.29888,1257,1,0,0,0,0,0
194,2020.01.14,01:00,1.29891,1.29932,1.2986,1.29868,2058,0,1,0,0,0,0
195,2020.01.14,02:00,1.29862,1.29956,1.29862,1.29946,2362,1,0,0,1,0,0
196,2020.01.14,03:00,1.29945,1.30006,1.29883,1.29916,5245,0,1,0,1,0,0
197,2020.01.14,04:00,1.29915,1.30024,1.29885,1.29984,6594,1,0,0,1,0,0
198,2020.01.14,05:00,1.29985,1.30002,1.29904,1.29908,5710,0,1,0,1,0,0
199,2020.01.14,06:00,1.2991,1.29962,1.29894,1.29946,6896,1,0,0,1,0,0
200,2020.01.14,07:00,1.29944,1.29956,1.29884,1.2989,3044,0,1,0,1,0,0
201,2020.01.14,08:00,1.29888,1.2994,1.29869,1.29877,2951,0,1,0,1,0,0
202,2020.01.14,09:00,1.29875,1.29875,1.29651,1.29791,5670,0,1,0,1,0,0
203,2020.01.14,10:00,1.29789,1.29831,1.29543,1.29708,7409,0,1,0,1,1,0
204,2020.01.14,11:00,1.29708,1.29737,1.29626,1.29723,5183,1,0,0,0,1,0
205,2020.01.14,12:00,1.29723,1.29868,1.29672,1.29851,4352,1,0,0,0,1,0
206,2020.01.14,13:00,1.29852,1.30141,1.29789,1.29985,7324,1,0,0,0,1,0
207,2020.01.14,14:00,1.29984,1.30014,1.29734,1.29756,6046,0,1,0,0,1,0
208,2020.01.14,15:00,1.29757,1.29936,1.29735,1.29904,7657,1,0,0,0,1,1
209,2020.01.14,16:00,1.29904,1.30051,1.29873,1.30018,8821,1,0,0,0,1,1
210,2020.01.14,17:00,1.30017,1.30144,1.29933,1.30099,10084,1,0,0,0,1,1
211,2020.01.14,18:00,1.301,1.30181,1.30003,1.30159,5969,1,0,0,0,1,1
212,2020.01.14,19:00,1.30159,1.3025,1.30133,1.30215,3377,1,0,0,0,0,1
213,2020.01.14,20:00,1.30215,1.30307,1.30214,1.30264,4330,1,0,0,0,0,1
214,2020.01.14,21:00,1.30263,1.30332,1.30255,1.3027,3664,1,0,0,0,0,1
215,2020.01.14,22:00,1.3027,1.30279,1.30206,1.3021,3241,0,1,0,0,0,1
216,2020.01.14,23:00,1.3021,1.30235,1.30164,1.30188,1665,0,1,0,0,0,0
217,2020.01.15,00:00,1.30181,1.30213,1.30179,1.30206,899,1,0,0,0,0,0
218,2020.01.15,01:00,1.30205,1.30223,1.30187,1.30211,988,1,0,0,0,0,0
219,2020.01.15,02:00,1.3021,1.30245,1.30141,1.3018,1805,0,1,0,1,0,0
220,2020.01.15,03:00,1.30181,1.30241,1.30172,1.30234,2371,1,0,0,1,0,0
221,2020.01.15,04:00,1.30237,1.30244,1.30188,1.30219,2167,0,1,0,1,0,0
222,2020.01.15,05:00,1.30219,1.30248,1.30206,1.30248,1409,1,0,0,1,0,0
223,2020.01.15,06:00,1.30247,1.30293,1.30246,1.30277,1522,1,0,0,1,0,0
224,2020.01.15,07:00,1.30277,1.30333,1.30263,1.30326,2087,1,0,0,1,0,0
225,2020.01.15,08:00,1.30325,1.30424,1.30278,1.3033,2842,1,0,0,1,0,0
226,2020.01.15,09:00,1.3033,1.30374,1.30168,1.302,4008,0,1,0,1,0,0
227,2020.01.15,10:00,1.30197,1.30205,1.30006,1.30173,6685,0,1,0,1,1,0
228,2020.01.15,11:00,1.30171,1.30208,1.29849,1.29918,7087,0,1,0,0,1,0
229,2020.01.15,12:00,1.29911,1.30083,1.2988,1.30068,4982,1,0,0,0,1,0
230,2020.01.15,13:00,1.30067,1.30292,1.30045,1.30147,6745,1,0,0,0,1,0
231,2020.01.15,14:00,1.30146,1.30155,1.30002,1.30062,5252,0,1,0,0,1,0
232,2020.01.15,15:00,1.30063,1.30107,1.30008,1.30084,7033,1,0,0,0,1,1
233,2020.01.15,16:00,1.30084,1.3036,1.30075,1.30307,8189,1,0,0,0,1,1
234,2020.01.15,17:00,1.30304,1.30309,1.30095,1.30223,7440,0,1,0,0,1,1
235,2020.01.15,18:00,1.30224,1.30293,1.30199,1.3028,5521,1,0,0,0,1,1
236,2020.01.15,19:00,1.3028,1.3038,1.30272,1.3033,4793,1,0,0,0,0,1
237,2020.01.15,20:00,1.3033,1.30393,1.30268,1.30276,3425,0,1,0,0,0,1
238,2020.01.15,21:00,1.30277,1.3033,1.30243,1.30244,3871,0,1,0,0,0,1
239,2020.01.15,22:00,1.30245,1.30318,1.30228,1.30296,2921,1,0,0,0,0,1
240,2020.01.15,23:00,1.30296,1.30389,1.30274,1.30372,2329,1,0,0,0,0,0
241,2020.01.16,00:00,1.30377,1.30568,1.30371,1.30458,1412,1,0,0,0,0,0
242,2020.01.16,01:00,1.30465,1.30475,1.30376,1.30397,2538,0,1,0,0,0,0
243,2020.01.16,02:00,1.30397,1.30471,1.30376,1.30413,2371,1,0,0,1,0,0
244,2020.01.16,03:00,1.30413,1.30444,1.30398,1.3044,2087,1,0,0,1,0,0
245,2020.01.16,04:00,1.30443,1.30451,1.304,1.30439,1278,0,1,0,1,0,0
246,2020.01.16,05:00,1.3044,1.30503,1.30427,1.30466,1394,1,0,0,1,0,0
247,2020.01.16,06:00,1.30465,1.30521,1.30448,1.3047,1638,1,0,0,1,0,0
248,2020.01.16,07:00,1.30475,1.30516,1.30462,1.30481,1376,1,0,0,1,0,0
249,2020.01.16,08:00,1.30482,1.30488,1.3035,1.3041,2505,0,1,0,1,0,0
250,2020.01.16,09:00,1.30407,1.30483,1.30341,1.30373,4188,0,1,0,1,0,0
251,2020.01.16,10:00,1.30373,1.3065,1.30255,1.30505,8061,1,0,0,1,1,0
252,2020.01.16,11:00,1.3051,1.30624,1.3047,1.30539,6041,1,0,0,0,1,0
253,2020.01.16,12:00,1.30541,1.30647,1.30493,1.30618,4837,1,0,0,0,1,0
254,2020.01.16,13:00,1.30617,1.30643,1.30521,1.30605,3585,0,1,0,0,1,0
255,2020.01.16,14:00,1.30604,1.30747,1.30583,1.30658,5154,1,0,0,0,1,0
256,2020.01.16,15:00,1.30656,1.30708,1.30491,1.30495,7025,0,1,0,0,1,1
257,2020.01.16,16:00,1.30494,1.306,1.3043,1.30505,8533,1,0,0,0,1,1
258,2020.01.16,17:00,1.30505,1.30705,1.30317,1.30632,8550,1,0,0,0,1,1
259,2020.01.16,18:00,1.30629,1.30814,1.3058,1.30761,8050,1,0,0,0,1,1
260,2020.01.16,19:00,1.30761,1.30832,1.30677,1.30742,3976,0,1,0,0,0,1
261,2020.01.16,20:00,1.30741,1.30782,1.30623,1.30654,3840,0,1,0,0,0,1
262,2020.01.16,21:00,1.30655,1.30686,1.30632,1.30677,2639,1,0,0,0,0,1
263,2020.01.16,22:00,1.30675,1.30775,1.3067,1.30751,2587,1,0,0,0,0,1
264,2020.01.16,23:00,1.30752,1.30791,1.30723,1.30788,1491,1,0,0,0,0,0
265,2020.01.17,00:00,1.30785,1.30809,1.30704,1.30751,1190,0,1,0,0,0,0
266,2020.01.17,01:00,1.30748,1.30793,1.30747,1.30762,1481,1,0,0,0,0,0
267,2020.01.17,02:00,1.30762,1.30785,1.30713,1.30758,2878,0,1,0,1,0,0
268,2020.01.17,03:00,1.30758,1.30771,1.30641,1.30685,2592,0,1,0,1,0,0
269,2020.01.17,04:00,1.30684,1.30803,1.30679,1.30744,2866,1,0,0,1,0,0
270,2020.01.17,05:00,1.30745,1.30754,1.30728,1.30746,1588,1,0,0,1,0,0
271,2020.01.17,06:00,1.30743,1.30754,1.30692,1.30715,1119,0,1,0,1,0,0
272,2020.01.17,07:00,1.30714,1.30755,1.30693,1.30746,1232,1,0,0,1,0,0
273,2020.01.17,08:00,1.30746,1.30902,1.30724,1.30872,2699,1,0,0,1,0,0
274,2020.01.17,09:00,1.30874,1.30895,1.30749,1.3083,3960,0,1,0,1,0,0
275,2020.01.17,10:00,1.30828,1.31001,1.30768,1.30934,6317,1,0,0,1,1,0
276,2020.01.17,11:00,1.30934,1.31187,1.30402,1.30547,10177,0,1,0,0,1,0
277,2020.01.17,12:00,1.30551,1.30668,1.30406,1.3046,6520,0,1,0,0,1,0
278,2020.01.17,13:00,1.30457,1.30458,1.30266,1.30369,6242,0,1,0,0,1,0
279,2020.01.17,14:00,1.3037,1.30597,1.30325,1.30511,5990,1,0,0,0,1,0
280,2020.01.17,15:00,1.30512,1.30561,1.30447,1.30454,6906,0,1,0,0,1,1
281,2020.01.17,16:00,1.30454,1.30489,1.30264,1.30319,7030,0,1,0,0,1,1
282,2020.01.17,17:00,1.30319,1.30328,1.30163,1.30297,7540,0,1,0,0,1,1
283,2020.01.17,18:00,1.30296,1.30324,1.30189,1.30285,4678,0,1,0,0,1,1
284,2020.01.17,19:00,1.30285,1.30296,1.30175,1.30237,2746,0,1,0,0,0,1
285,2020.01.17,20:00,1.30236,1.30246,1.30169,1.30183,2327,0,1,0,0,0,1
286,2020.01.17,21:00,1.30181,1.30221,1.3014,1.30166,2911,0,1,0,0,0,1
287,2020.01.17,22:00,1.30165,1.30205,1.30133,1.30153,2371,0,1,0,0,0,1
288,2020.01.17,23:00,1.30149,1.30149,1.3005,1.30052,2197,0,1,0,0,0,0
289,2020.01.20,00:00,1.29901,1.30051,1.29897,1.29999,796,1,0,0,0,0,0
