0,date,time,open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
1,2019.01.02,01:00,1.27304,1.27539,1.27303,1.2753,2279,1,0,0,0,0,0
2,2019.01.02,02:00,1.2753,1.2753,1.2745,1.27488,3419,0,1,0,1,0,0
3,2019.01.02,03:00,1.27489,1.27489,1.27412,1.2745,2977,0,1,0,1,0,0
4,2019.01.02,04:00,1.27449,1.2745,1.27229,1.2728,3957,0,1,0,1,0,0
5,2019.01.02,05:00,1.27279,1.27307,1.27259,1.27301,1948,1,0,0,1,0,0
6,2019.01.02,06:00,1.273,1.27352,1.27286,1.27339,2778,1,0,0,1,0,0
7,2019.01.02,07:00,1.27338,1.27573,1.27325,1.2756,4454,1,0,0,1,0,0
8,2019.01.02,08:00,1.27559,1.27728,1.27518,1.27547,4585,0,1,0,1,0,0
9,2019.01.02,09:00,1.27547,1.27631,1.27473,1.27504,4912,0,1,0,1,0,0
10,2019.01.02,10:00,1.27505,1.27604,1.26953,1.27112,10728,0,1,0,1,1,0
11,2019.01.02,11:00,1.27112,1.27192,1.26875,1.26888,9007,0,1,0,0,1,0
12,2019.01.02,12:00,1.26887,1.27025,1.26709,1.2673,6677,0,1,0,0,1,0
13,2019.01.02,13:00,1.26727,1.26741,1.26597,1.26642,7228,0,1,0,0,1,0
14,2019.01.02,14:00,1.26639,1.26656,1.26446,1.26512,7503,0,1,0,0,1,0
15,2019.01.02,15:00,1.26513,1.26551,1.26027,1.26089,11205,0,1,0,0,1,1
16,2019.01.02,16:00,1.26083,1.26182,1.25967,1.26066,9997,0,1,0,0,1,1
17,2019.01.02,17:00,1.26066,1.26258,1.25956,1.26011,12732,0,1,0,0,1,1
18,2019.01.02,18:00,1.26014,1.26145,1.25811,1.2597,10553,0,1,0,0,1,1
19,2019.01.02,19:00,1.25969,1.25999,1.25843,1.25865,7262,0,1,0,0,0,1
20,2019.01.02,20:00,1.25864,1.25979,1.25854,1.25919,4392,1,0,0,0,0,1
21,2019.01.02,21:00,1.25917,1.26126,1.25881,1.26118,3845,1,0,0,0,0,1
22,2019.01.02,22:00,1.26118,1.26161,1.2607,1.26111,3808,0,1,0,0,0,1
23,2019.01.02,23:00,1.2611,1.26141,1.25987,1.26058,2702,0,1,0,0,0,0
24,2019.01.03,00:00,1.26018,1.26076,1.24237,1.24612,2501,0,1,0,0,0,0
25,2019.01.03,01:00,1.24652,1.25519,1.24612,1.25148,4418,1,0,0,0,0,0
26,2019.01.03,02:00,1.25147,1.25575,1.25143,1.25477,4627,1,0,0,1,0,0
27,2019.01.03,03:00,1.25477,1.25527,1.2537,1.25469,4331,0,1,0,1,0,0
28,2019.01.03,04:00,1.2547,1.25598,1.25418,1.25459,4002,0,1,0,1,0,0
29,2019.01.03,05:00,1.25459,1.25572,1.25411,1.25492,3481,1,0,0,1,0,0
30,2019.01.03,06:00,1.25489,1.25522,1.25448,1.25485,2343,0,1,0,1,0,0
31,2019.01.03,07:00,1.25484,1.25524,1.25402,1.25455,3848,0,1,0,1,0,0
32,2019.01.03,08:00,1.25459,1.25583,1.2542,1.25532,3029,1,0,0,1,0,0
33,2019.01.03,09:00,1.25531,1.25661,1.25422,1.25522,7694,0,1,0,1,0,0
34,2019.01.03,10:00,1.25521,1.25703,1.25385,1.25672,11096,1,0,0,1,1,0
35,2019.01.03,11:00,1.25675,1.25874,1.25604,1.25807,7946,1,0,0,0,1,0
36,2019.01.03,12:00,1.25802,1.25853,1.25678,1.25691,7691,0,1,0,0,1,0
37,2019.01.03,13:00,1.25691,1.25726,1.25514,1.25582,7986,0,1,0,0,1,0
38,2019.01.03,14:00,1.25583,1.25708,1.25509,1.25602,6738,1,0,0,0,1,0
39,2019.01.03,15:00,1.25604,1.25995,1.25547,1.25901,10381,1,0,0,0,1,1
40,2019.01.03,16:00,1.259,1.25959,1.25765,1.25777,9384,0,1,0,0,1,1
41,2019.01.03,17:00,1.25796,1.2607,1.25796,1.26009,16009,1,0,0,0,1,1
42,2019.01.03,18:00,1.26005,1.26391,1.25949,1.26315,13660,1,0,0,0,1,1
43,2019.01.03,19:00,1.26313,1.26474,1.26223,1.26428,8363,1,0,0,0,0,1
44,2019.01.03,20:00,1.26427,1.26464,1.26323,1.26323,4836,0,1,0,0,0,1
45,2019.01.03,21:00,1.26325,1.26368,1.26234,1.26308,5634,0,1,0,0,0,1
46,2019.01.03,22:00,1.26308,1.26392,1.26284,1.26349,4993,1,0,0,0,0,1
47,2019.01.03,23:00,1.26351,1.26401,1.26232,1.26239,2199,0,1,0,0,0,0
48,2019.01.04,00:00,1.26239,1.26383,1.26227,1.26334,2664,1,0,0,0,0,0
49,2019.01.04,01:00,1.26338,1.26371,1.26247,1.26272,4820,0,1,0,0,0,0
50,2019.01.04,02:00,1.26273,1.2639,1.26158,1.26383,5908,1,0,0,1,0,0
51,2019.01.04,03:00,1.26384,1.26453,1.2635,1.26405,4272,1,0,0,1,0,0
52,2019.01.04,04:00,1.26409,1.26413,1.26358,1.2637,2906,0,1,0,1,0,0
53,2019.01.04,05:00,1.26364,1.26431,1.26284,1.26417,3041,1,0,0,1,0,0
54,2019.01.04,06:00,1.26417,1.26424,1.26334,1.26368,3068,0,1,0,1,0,0
