0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
90,2020.01.22,20:00,1.31284,1.31411,1.31205,1.31377,9537,1,0,0,0,0,1
91,2020.01.23,00:00,1.31377,1.31509,1.31337,1.31368,6033,0,1,0,0,0,0
92,2020.01.23,04:00,1.31368,1.31387,1.31189,1.31229,5768,0,1,0,1,0,0
93,2020.01.23,08:00,1.31228,1.31469,1.3119,1.31319,15011,1,0,0,1,0,0
94,2020.01.23,12:00,1.31316,1.31459,1.31172,1.31281,18536,0,1,0,0,1,0
95,2020.01.23,16:00,1.31281,1.31332,1.30968,1.311,25354,0,1,0,0,1,1
96,2020.01.23,20:00,1.311,1.31283,1.31015,1.31255,8445,1,0,0,0,0,1
97,2020.01.24,00:00,1.31233,1.31247,1.31119,1.31162,7820,0,1,0,0,0,0
98,2020.01.24,04:00,1.31162,1.31264,1.31159,1.3123,3710,1,0,0,1,0,0
99,2020.01.24,08:00,1.31232,1.31747,1.30853,1.30937,22780,0,1,0,1,0,0
100,2020.01.24,12:00,1.30937,1.311,1.30795,1.31003,23728,1,0,0,0,1,0
101,2020.01.24,16:00,1.31005,1.31066,1.30568,1.30783,22503,0,1,0,0,1,1
102,2020.01.24,20:00,1.30784,1.30848,1.30689,1.30698,8572,0,1,0,0,0,1
103,2020.01.27,00:00,1.30795,1.30795,1.30606,1.30676,7482,0,1,0,0,0,0
104,2020.01.27,04:00,1.30676,1.30676,1.30515,1.30586,4626,0,1,0,1,0,0
105,2020.01.27,08:00,1.30585,1.3105,1.30576,1.30954,17531,1,0,0,1,0,0
106,2020.01.27,12:00,1.30955,1.30967,1.30573,1.30616,18806,0,1,0,0,1,0
107,2020.01.27,16:00,1.30615,1.30698,1.30399,1.3058,20863,0,1,0,0,1,1
108,2020.01.27,20:00,1.3058,1.30605,1.30417,1.30558,7925,0,1,0,0,0,1
109,2020.01.28,00:00,1.30558,1.30651,1.30488,1.30636,4966,1,0,0,0,0,0
110,2020.01.28,04:00,1.30636,1.30638,1.30534,1.30566,4464,0,1,0,1,0,0
111,2020.01.28,08:00,1.30565,1.30565,1.30038,1.30299,17267,0,1,0,1,0,0
112,2020.01.28,12:00,1.30298,1.30313,1.30027,1.3005,18416,0,1,0,0,1,0
113,2020.01.28,16:00,1.30046,1.30079,1.29754,1.29988,19997,0,1,0,0,1,1
114,2020.01.28,20:00,1.29989,1.30287,1.29943,1.30174,16575,1,0,0,0,0,1
115,2020.01.29,04:00,1.30174,1.30259,1.30152,1.30256,4269,1,0,0,1,0,0
116,2020.01.29,08:00,1.30256,1.30266,1.30039,1.3014,13135,0,1,0,1,0,0
117,2020.01.29,12:00,1.30139,1.30207,1.29895,1.299,12982,0,1,0,0,1,0
118,2020.01.29,16:00,1.299,1.30171,1.299,1.30122,15876,1,0,0,0,1,1
