0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length,support,resistance
88,2020.01.02,22:00,1.11665,1.11706,1.11659,1.11701,575,1,0,0,0,0,1,-2.0,5.0,5.0,0,0
89,2020.01.02,22:15,1.117,1.11717,1.11695,1.1171,387,1,0,0,0,0,1,-2.0,4.0,4.0,0,0
90,2020.01.02,22:30,1.11711,1.11713,1.11684,1.11684,411,0,1,0,0,0,1,0.0,5.0,5.0,0,1
91,2020.01.02,22:45,1.11683,1.11702,1.11669,1.11693,548,1,0,0,0,0,1,2.0,4.0,3.0,1,0
92,2020.01.02,23:00,1.11693,1.11724,1.11691,1.11718,398,1,0,0,0,0,0,-2.0,5.0,5.0,0,0
93,2020.01.02,23:15,1.11719,1.11735,1.11718,1.11734,110,1,0,0,0,0,0,-4.0,5.0,5.0,0,0
94,2020.01.02,23:30,1.11733,1.11734,1.11717,1.11717,165,0,1,0,0,0,0,3.0,5.0,5.0,0,1
95,2020.01.02,23:45,1.11718,1.11728,1.11713,1.11717,306,0,1,0,0,0,0,5.0,2.0,4.0,0,0
96,2020.01.03,00:00,1.11713,1.1172,1.11689,1.11701,174,0,1,0,0,0,0,-3.0,4.0,4.0,0,0
97,2020.01.03,00:15,1.11699,1.11715,1.11693,1.11712,168,1,0,0,0,0,0,,5.0,4.0,1,0
