0,date,time,open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork
1,2020.01.02,00:00,1.12117,1.12159,1.12087,1.12146,1123,1,0,0,0,0,0
2,2020.01.02,01:00,1.12146,1.1222,1.12146,1.12189,1209,1,0,0,0,0,0
3,2020.01.02,02:00,1.1219,1.12192,1.12157,1.12183,1095,0,1,0,1,0,0
4,2020.01.02,03:00,1.12183,1.12245,1.12181,1.12208,1595,1,0,0,1,0,0
5,2020.01.02,04:00,1.12207,1.12246,1.12185,1.12224,1120,1,0,0,1,0,0
6,2020.01.02,05:00,1.12226,1.12232,1.12124,1.12133,1387,0,1,0,1,0,0
7,2020.01.02,06:00,1.12133,1.12144,1.12009,1.12012,1457,0,1,0,1,0,0
8,2020.01.02,07:00,1.12011,1.12045,1.1201,1.12045,1635,1,0,0,1,0,0
9,2020.01.02,08:00,1.12044,1.12077,1.12038,1.1207,1544,1,0,0,1,0,0
10,2020.01.02,09:00,1.12074,1.12103,1.12044,1.12099,3401,1,0,0,1,0,0
11,2020.01.02,10:00,1.12097,1.12138,1.12052,1.1212,3618,1,0,0,1,1,0
12,2020.01.02,11:00,1.1212,1.12141,1.12012,1.12031,2848,0,1,0,0,1,0
13,2020.01.02,12:00,1.12031,1.12038,1.11929,1.11983,2895,0,1,0,0,1,0
14,2020.01.02,13:00,1.11983,1.12022,1.11842,1.11848,3487,0,1,0,0,1,0
15,2020.01.02,14:00,1.11847,1.11943,1.11831,1.1193,3066,1,0,0,0,1,0
16,2020.01.02,15:00,1.11929,1.11971,1.11896,1.11964,3694,1,0,0,0,1,1
17,2020.01.02,16:00,1.11964,1.11965,1.11702,1.11741,5840,0,1,0,0,1,1
18,2020.01.02,17:00,1.11741,1.12024,1.11711,1.12006,6659,1,0,0,0,1,1
19,2020.01.02,18:00,1.12008,1.1203,1.11653,1.11663,5830,0,1,0,0,1,1
20,2020.01.02,19:00,1.11663,1.11719,1.11636,1.11702,3411,1,0,0,0,0,1
21,2020.01.02,20:00,1.11701,1.11724,1.11637,1.11703,2931,1,0,0,0,0,1
22,2020.01.02,21:00,1.11703,1.11704,1.11643,1.11665,2587,0,1,0,0,0,1
23,2020.01.02,22:00,1.11665,1.11717,1.11659,1.11693,1921,1,0,0,0,0,1
24,2020.01.02,23:00,1.11693,1.11735,1.11691,1.11717,979,1,0,0,0,0,0
25,2020.01.03,00:00,1.11713,1.11726,1.11689,1.11712,679,0,1,0,0,0,0
26,2020.01.03,01:00,1.11713,1.11735,1.11703,1.11709,667,0,1,0,0,0,0
27,2020.01.03,02:00,1.11709,1.11761,1.11698,1.11755,1081,1,0,0,1,0,0
28,2020.01.03,03:00,1.11755,1.11785,1.11723,1.11736,1980,0,1,0,1,0,0
29,2020.01.03,04:00,1.11736,1.11776,1.11719,1.11726,3321,0,1,0,1,0,0
30,2020.01.03,05:00,1.11727,1.11737,1.11696,1.11723,2119,0,1,0,1,0,0
31,2020.01.03,06:00,1.11723,1.1175,1.11687,1.11701,1472,0,1,0,1,0,0
32,2020.01.03,07:00,1.117,1.11706,1.11644,1.11665,2357,0,1,0,1,0,0
33,2020.01.03,08:00,1.11664,1.11697,1.1164,1.11694,1867,1,0,0,1,0,0
34,2020.01.03,09:00,1.11694,1.11717,1.11522,1.11534,5592,0,1,0,1,0,0
35,2020.01.03,10:00,1.11533,1.11605,1.11507,1.11512,5042,0,1,0,1,1,0
36,2020.01.03,11:00,1.11512,1.11524,1.114,1.11402,4843,0,1,0,0,1,0
37,2020.01.03,12:00,1.11403,1.11434,1.11307,1.11361,4959,0,1,0,0,1,0
38,2020.01.03,13:00,1.11359,1.11359,1.11251,1.113,4259,0,1,0,0,1,0
39,2020.01.03,14:00,1.113,1.11426,1.11282,1.11391,3691,1,0,0,0,1,0
40,2020.01.03,15:00,1.11392,1.11488,1.11374,1.1138,4279,0,1,0,0,1,1
41,2020.01.03,16:00,1.11381,1.1167,1.11353,1.11666,4580,1,0,0,0,1,1
42,2020.01.03,17:00,1.1166,1.11674,1.11542,1.11635,6995,0,1,0,0,1,1
43,2020.01.03,18:00,1.11638,1.11799,1.11625,1.11722,5045,1,0,0,0,1,1
44,2020.01.03,19:00,1.11721,1.11742,1.1168,1.11722,2812,1,0,0,0,0,1
45,2020.01.03,20:00,1.11721,1.11733,1.1166,1.11668,3600,0,1,0,0,0,1
46,2020.01.03,21:00,1.11667,1.11681,1.11614,1.11674,3497,1,0,0,0,0,1
47,2020.01.03,22:00,1.11674,1.11674,1.11601,1.11616,1538,0,1,0,0,0,1
48,2020.01.03,23:00,1.11616,1.11621,1.1152,1.11585,1351,0,1,0,0,0,0
49,2020.01.06,00:00,1.11584,1.11667,1.11584,1.11601,717,1,0,0,0,0,0
50,2020.01.06,01:00,1.11605,1.11678,1.11593,1.11602,3594,0,1,0,0,0,0
51,2020.01.06,02:00,1.11603,1.11684,1.11603,1.11636,2826,1,0,0,1,0,0
52,2020.01.06,03:00,1.11637,1.11655,1.11613,1.11629,2432,0,1,0,1,0,0
53,2020.01.06,04:00,1.11628,1.11671,1.11625,1.11655,1392,1,0,0,1,0,0
54,2020.01.06,05:00,1.11655,1.11711,1.11654,1.11659,1688,1,0,0,1,0,0
