0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length
1,2019.01.02,00:00,139.598,139.827,139.574,139.804,1644,1,0,0,0,0,0,,5.0,5.0
2,2019.01.02,00:30,139.804,139.814,139.636,139.684,8509,0,1,0,0,0,0,5.0,5.0,4.0
3,2019.01.02,01:00,139.66,139.907,139.655,139.871,3276,1,0,0,0,0,0,-4.0,5.0,5.0
4,2019.01.02,01:30,139.87,139.908,139.837,139.881,958,1,0,0,0,0,0,-4.0,4.0,3.0
5,2019.01.02,02:00,139.881,139.881,139.641,139.682,3938,0,1,0,1,0,0,5.0,5.0,5.0
6,2019.01.02,02:30,139.681,139.828,139.681,139.779,3068,1,0,0,1,0,0,-2.0,4.0,5.0
7,2019.01.02,03:00,139.781,139.796,139.705,139.779,1829,0,1,0,1,0,0,-3.0,5.0,1.0
8,2019.01.02,03:30,139.78,139.815,139.667,139.698,3263,0,1,0,1,0,0,4.0,4.0,4.0
9,2019.01.02,04:00,139.699,139.699,139.353,139.389,4434,0,1,0,1,0,0,2.0,5.0,5.0
10,2019.01.02,04:30,139.388,139.4,139.228,139.282,2996,0,1,0,1,0,0,-2.0,5.0,4.0
11,2019.01.02,05:00,139.283,139.311,139.21,139.242,2345,0,1,0,1,0,0,-2.0,4.0,4.0
12,2019.01.02,05:30,139.241,139.322,139.205,139.313,2908,1,0,0,1,0,0,2.0,5.0,4.0
13,2019.01.02,06:00,139.314,139.33,139.218,139.25,1711,0,1,0,1,0,0,-3.0,5.0,4.0
14,2019.01.02,06:30,139.249,139.318,139.236,139.311,942,1,0,0,1,0,0,-3.0,5.0,5.0
15,2019.01.02,07:00,139.31,139.448,139.301,139.42,1905,1,0,0,1,0,0,5.0,5.0,5.0
16,2019.01.02,07:30,139.419,139.479,139.392,139.442,3465,1,0,0,1,0,0,5.0,3.0,4.0
17,2019.01.02,08:00,139.442,139.487,139.359,139.372,3847,0,1,0,1,0,0,1.0,4.0,5.0
18,2019.01.02,08:30,139.377,139.409,139.3,139.375,2323,0,1,0,1,0,0,-2.0,4.0,2.0
19,2019.01.02,09:00,139.375,139.44,139.29,139.349,3620,0,1,0,1,0,0,3.0,3.0,4.0
20,2019.01.02,09:30,139.349,139.457,139.304,139.396,4585,1,0,0,1,0,0,2.0,4.0,4.0
21,2019.01.02,10:00,139.395,139.463,138.823,138.838,7420,0,1,0,1,1,0,4.0,5.0,5.0
22,2019.01.02,10:30,138.838,138.838,138.319,138.504,8337,0,1,0,1,1,0,1.0,5.0,4.0
23,2019.01.02,11:00,138.504,138.563,138.158,138.161,6816,0,1,0,0,1,0,-1.0,5.0,5.0
24,2019.01.02,11:30,138.164,138.454,138.145,138.252,6025,1,0,0,0,1,0,-1.0,2.0,5.0
25,2019.01.02,12:00,138.253,138.411,138.159,138.232,5064,0,1,0,0,1,0,-1.0,2.0,4.0
26,2019.01.02,12:30,138.232,138.295,138.083,138.214,4449,0,1,0,0,1,0,-1.0,4.0,2.0
27,2019.01.02,13:00,138.213,138.32,138.205,138.268,4816,1,0,0,0,1,0,0.0,3.0,5.0
28,2019.01.02,13:30,138.268,138.278,138.111,138.197,4816,0,1,0,0,1,0,0.0,5.0,3.0
29,2019.01.02,14:00,138.195,138.366,138.177,138.213,5038,1,0,0,0,1,0,0.0,1.0,5.0
30,2019.01.02,14:30,138.212,138.212,138.038,138.097,4877,0,1,0,0,1,0,,5.0,4.0
31,2019.01.02,15:00,138.091,138.141,137.444,137.584,6574,0,1,0,0,1,1,2.0,5.0,4.0
32,2019.01.02,15:30,137.583,137.747,137.533,137.694,7616,1,0,0,0,1,1,1.0,4.0,4.0
33,2019.01.02,16:00,137.689,137.857,137.631,137.689,5132,0,0,1,0,1,1,-2.0,5.0,5.0
34,2019.01.02,16:30,137.688,137.894,137.672,137.848,6181,1,0,0,0,1,1,2.0,4.0,5.0
35,2019.01.02,17:00,137.847,138.044,137.791,137.936,6615,1,0,0,0,1,1,0.0,3.0,4.0
36,2019.01.02,17:30,137.938,138.009,137.654,137.725,6840,0,1,0,0,1,1,0.0,4.0,4.0
37,2019.01.02,18:00,137.732,137.895,137.509,137.583,6185,0,1,0,0,1,1,,3.0,5.0
38,2019.01.02,18:30,137.582,137.726,137.556,137.605,6046,1,0,0,0,1,1,,2.0,5.0
39,2019.01.02,19:00,137.604,137.734,137.567,137.656,5862,1,0,0,0,0,1,,3.0,4.0
40,2019.01.02,19:30,137.654,137.82,137.626,137.77,4844,1,0,0,0,0,1,-1.0,4.0,5.0
41,2019.01.02,20:00,137.769,137.861,137.731,137.841,3522,1,0,0,0,0,1,-2.0,5.0,4.0
42,2019.01.02,20:30,137.843,137.877,137.79,137.836,3784,0,1,0,0,0,1,0.0,4.0,3.0
43,2019.01.02,21:00,137.834,137.834,137.686,137.732,3742,0,1,0,0,0,1,,5.0,4.0
44,2019.01.02,21:30,137.73,137.833,137.704,137.736,4126,1,0,0,0,0,1,1.0,2.0,4.0
45,2019.01.02,22:00,137.736,137.736,137.518,137.676,6932,0,1,0,0,0,1,4.0,5.0,2.0
46,2019.01.02,22:30,137.675,137.691,137.573,137.583,4918,0,1,0,0,0,1,-2.0,5.0,5.0
