0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length
220,2019.11.07,00:00,140.051,140.53,139.49,139.966,184567,0,1,0,0,0,0,2.0,3.0,3.0
221,2019.11.08,00:00,139.958,140.207,139.415,139.579,154325,0,1,0,0,0,0,-1.0,4.0,4.0
222,2019.11.11,00:00,139.69,140.49,139.367,140.153,123273,1,0,0,0,0,0,-2.0,4.0,4.0
223,2019.11.12,00:00,140.153,140.589,139.947,140.042,156391,0,1,0,0,0,0,2.0,2.0,5.0
224,2019.11.13,00:00,140.007,140.257,139.44,139.824,151718,0,1,0,0,0,0,,4.0,3.0
225,2019.11.14,00:00,139.824,139.884,139.399,139.646,149230,0,1,0,0,0,0,,5.0,3.0
226,2019.11.15,00:00,139.648,140.463,139.6,140.323,129668,1,0,0,0,0,0,-1.0,5.0,5.0
227,2019.11.18,00:00,140.551,141.575,140.356,140.749,141607,1,0,0,0,0,0,0.0,2.0,5.0
228,2019.11.19,00:00,140.76,140.936,140.105,140.291,142549,0,1,0,0,0,0,0.0,4.0,4.0
229,2019.11.20,00:00,140.292,140.485,139.683,140.33,159884,1,0,0,0,0,0,1.0,5.0,2.0
230,2019.11.21,00:00,140.33,140.925,139.974,140.184,170542,0,1,0,0,0,0,0.0,2.0,4.0
231,2019.11.22,00:00,140.184,140.514,139.321,139.39,149177,0,1,0,0,0,0,-1.0,4.0,5.0
232,2019.11.25,00:00,139.66,140.625,139.578,140.488,131090,1,0,0,0,0,0,-1.0,5.0,5.0
233,2019.11.26,00:00,140.468,140.901,139.986,140.276,147373,0,1,0,0,0,0,1.0,3.0,4.0
234,2019.11.27,00:00,140.275,141.542,140.047,141.517,141197,1,0,0,0,0,0,,5.0,5.0
235,2019.11.28,00:00,141.517,141.852,141.249,141.379,119627,0,1,0,0,0,0,-1.0,3.0,4.0
236,2019.11.29,00:00,141.38,141.687,141.114,141.599,144935,1,0,0,0,0,0,2.0,5.0,3.0
237,2019.12.02,00:00,141.357,141.82,140.943,141.003,145843,0,1,0,0,0,0,0.0,3.0,5.0
238,2019.12.03,00:00,141.003,141.714,140.91,141.142,162415,1,0,0,0,0,0,1.0,2.0,5.0
239,2019.12.04,00:00,141.136,142.791,140.833,142.648,166407,1,0,0,0,0,0,0.0,5.0,5.0
240,2019.12.05,00:00,142.65,143.251,142.594,143.112,145234,1,0,0,0,0,0,-1.0,4.0,5.0
241,2019.12.06,00:00,143.093,143.147,142.37,142.627,137755,0,1,0,0,0,0,,5.0,4.0
242,2019.12.09,00:00,142.642,143.106,142.56,142.621,126031,0,1,0,0,0,0,,1.0,5.0
243,2019.12.10,00:00,142.604,143.662,142.594,143.014,148040,1,0,0,0,0,0,1.0,2.0,5.0
244,2019.12.11,00:00,143.001,143.377,142.55,143.251,152801,1,0,0,0,0,0,0.0,5.0,3.0
