0,date,time,p_open,p_high,p_low,p_close,volume,st_bullish,st_bearish,st_neutral,ss_asia,ss_europe,ss_newyork,vol_diff,upper_wick_length,lower_wick_length,support,resistance,nxt_move_1H
49,2021.01.14,00:00,141.652,141.858,141.612,141.746,19252,1,0,0,0,0,0,-1.0,3.0,5.0,1,0,10.5
50,2021.01.14,04:00,141.745,141.963,141.701,141.824,32288,1,0,0,1,0,0,4.0,3.0,5.0,0,0,27.5
51,2021.01.14,08:00,141.825,142.238,141.804,141.948,37541,1,0,0,1,0,0,1.0,2.0,5.0,0,0,-17.3
52,2021.01.14,12:00,141.948,142.065,141.782,141.805,38570,0,1,0,0,1,0,0.0,3.0,5.0,0,1,-1.2
53,2021.01.14,16:00,141.805,142.171,141.77,141.883,44067,1,0,0,0,1,1,1.0,2.0,5.0,1,0,-7.3
54,2021.01.14,20:00,141.879,142.098,141.837,142.077,26680,1,0,0,0,0,1,-2.0,5.0,5.0,0,0,2.0
55,2021.01.15,00:00,142.063,142.118,141.919,141.951,16804,0,1,0,0,0,0,-2.0,4.0,5.0,0,1,-4.5
56,2021.01.15,04:00,141.951,142.089,141.874,141.945,20163,0,1,0,1,0,0,1.0,2.0,4.0,0,0,-50.1
57,2021.01.15,08:00,141.945,141.973,141.373,141.397,36487,0,1,0,1,0,0,5.0,5.0,5.0,0,0,-22.0
58,2021.01.15,12:00,141.397,141.585,141.153,141.167,42960,0,1,0,0,1,0,1.0,3.0,5.0,0,0,-18.6
59,2021.01.15,16:00,141.168,141.345,140.967,141.231,46634,1,0,0,0,1,1,0.0,4.0,3.0,1,0,-11.5
60,2021.01.15,20:00,141.229,141.23,141.018,141.144,18510,0,1,0,0,0,1,-4.0,5.0,3.0,0,1,-21.3
61,2021.01.18,00:00,141.06,141.195,140.805,140.918,21349,0,1,0,0,0,0,1.0,4.0,4.0,0,0,-15.3
62,2021.01.18,04:00,140.916,140.943,140.652,140.777,25134,0,1,0,1,0,0,1.0,5.0,3.0,0,0,-29.5
63,2021.01.18,08:00,140.776,140.801,140.357,140.444,33641,0,1,0,1,0,0,2.0,5.0,5.0,0,0,3.3
64,2021.01.18,12:00,140.444,140.647,140.39,140.601,31472,1,0,0,0,1,0,,5.0,4.0,1,0,22.9
65,2021.01.18,16:00,140.6,140.876,140.532,140.844,25896,1,0,0,0,1,1,-1.0,5.0,5.0,0,0,1.0
66,2021.01.18,20:00,140.841,140.886,140.787,140.844,30395,1,0,0,0,0,1,1.0,3.0,3.0,0,0,37.5
67,2021.01.19,00:00,140.845,141.261,140.742,141.247,23443,1,0,0,0,0,0,-2.0,5.0,5.0,0,0,31.1
68,2021.01.19,04:00,141.247,141.572,141.221,141.516,30047,1,0,0,1,0,0,2.0,5.0,5.0,0,0,2.3
69,2021.01.19,08:00,141.511,141.595,141.346,141.533,32800,1,0,0,1,0,0,0.0,4.0,2.0,0,0,14.0
70,2021.01.19,12:00,141.533,141.735,141.417,141.491,34916,0,1,0,0,1,0,0.0,2.0,4.0,0,1,-1.9
71,2021.01.19,16:00,141.49,141.66,141.398,141.538,39841,1,0,0,0,1,1,1.0,3.0,4.0,1,0,2.7
72,2021.01.19,20:00,141.541,141.687,141.485,141.549,20552,1,0,0,0,0,1,-3.0,2.0,4.0,0,0,8.9
73,2021.01.20,00:00,141.601,141.776,141.411,141.625,24334,1,0,0,0,0,0,1.0,3.0,3.0,0,0,-5.1
74,2021.01.20,04:00,141.625,141.725,141.574,141.66,18164,1,0,0,1,0,0,-2.0,3.0,4.0,0,0,41.6
75,2021.01.20,08:00,141.659,142.141,141.646,142.1,37035,1,0,0,1,0,0,5.0,5.0,5.0,0,0,19.4
76,2021.01.20,12:00,142.102,142.335,141.81,141.847,38986,0,1,0,0,1,0,0.0,3.0,5.0,0,1,-73.2
77,2021.01.20,16:00,141.845,141.913,141.078,141.335,44213,0,1,0,0,1,1,1.0,5.0,4.0,0,0,16.2
78,2021.01.20,20:00,141.335,141.444,141.24,141.261,21510,0,1,0,0,0,1,-3.0,3.0,5.0,0,0,9.1
79,2021.01.21,00:00,141.365,141.65,141.331,141.587,25634,1,0,0,0,0,0,1.0,5.0,5.0,1,0,7.6
80,2021.01.21,04:00,141.587,141.726,141.424,141.551,19921,0,1,0,1,0,0,-2.0,3.0,3.0,0,1,12.4
81,2021.01.21,08:00,141.551,142.197,141.548,142.035,35392,1,0,0,1,0,0,4.0,4.0,5.0,1,0,-9.0
82,2021.01.21,12:00,142.034,142.107,141.814,142.018,39943,0,1,0,0,1,0,1.0,4.0,2.0,0,1,13.8
83,2021.01.21,16:00,142.018,142.217,141.952,141.971,39717,0,1,0,0,1,1,,2.0,5.0,0,0,-4.9
84,2021.01.21,20:00,141.969,142.196,141.903,142.036,20659,1,0,0,0,0,1,-3.0,3.0,4.0,1,0,0.4
85,2021.01.22,00:00,142.128,142.2,142.032,142.077,16876,0,1,0,0,0,0,-1.0,3.0,4.0,0,1,-12.1
86,2021.01.22,04:00,142.075,142.079,141.911,141.976,17195,0,1,0,1,0,0,0.0,5.0,4.0,0,0,-40.0
87,2021.01.22,08:00,141.977,141.981,141.511,141.672,35505,0,1,0,1,0,0,5.0,5.0,4.0,0,0,5.2
88,2021.01.22,12:00,141.673,141.818,141.563,141.7,36634,1,0,0,0,1,0,0.0,3.0,3.0,1,0,19.8
89,2021.01.22,16:00,141.7,142.016,141.658,142.007,35108,1,0,0,0,1,1,,5.0,5.0,0,0,12.2
90,2021.01.22,20:00,142.008,142.138,141.954,142.0,15363,0,1,0,0,0,1,-3.0,2.0,4.0,0,1,-12.9
91,2021.01.25,00:00,141.825,142.135,141.825,142.073,16954,1,0,0,0,0,0,1.0,5.0,5.0,1,0,11.0
92,2021.01.25,04:00,142.074,142.245,142.072,142.243,21311,1,0,0,1,0,0,2.0,5.0,5.0,0,0,8.0
93,2021.01.25,08:00,142.243,142.325,141.839,141.927,34393,0,1,0,1,0,0,4.0,5.0,5.0,0,1,4.6
94,2021.01.25,12:00,141.93,142.193,141.885,141.986,34326,1,0,0,0,1,0,,2.0,5.0,1,0,-16.1
95,2021.01.25,16:00,141.985,142.032,141.654,141.872,43663,0,1,0,0,1,1,2.0,5.0,3.0,0,1,11.2
96,2021.01.25,20:00,141.871,141.921,141.766,141.888,19931,1,0,0,0,0,1,-3.0,4.0,2.0,1,0,0.9
97,2021.01.26,00:00,141.879,141.93,141.689,141.809,17164,0,1,0,0,0,0,-1.0,4.0,3.0,0,1,-11.5
98,2021.01.26,04:00,141.81,141.829,141.574,141.623,20535,0,1,0,1,0,0,1.0,5.0,5.0,0,0,-29.5
99,2021.01.26,08:00,141.624,141.815,141.279,141.767,35490,1,0,0,1,0,0,4.0,5.0,2.0,1,0,32.4
100,2021.01.26,12:00,141.769,142.139,141.637,142.095,37107,1,0,0,0,1,0,0.0,5.0,4.0,0,0,31.5
101,2021.01.26,16:00,142.096,142.454,142.082,142.364,37631,1,0,0,0,1,1,0.0,4.0,5.0,0,0,-3.1
102,2021.01.26,20:00,142.364,142.423,142.286,142.314,23500,0,1,0,0,0,1,-2.0,3.0,4.0,0,1,-1.7
103,2021.01.27,00:00,142.286,142.493,142.269,142.397,14146,1,0,0,0,0,0,-2.0,3.0,5.0,1,0,0.2
104,2021.01.27,04:00,142.397,142.495,142.339,142.489,15987,1,0,0,1,0,0,1.0,5.0,4.0,0,0,16.4
105,2021.01.27,08:00,142.488,142.659,142.361,142.549,31287,1,0,0,1,0,0,5.0,4.0,3.0,0,0,-6.6
106,2021.01.27,12:00,142.549,142.593,142.2,142.398,39476,0,1,0,0,1,0,2.0,5.0,3.0,0,1,6.7
107,2021.01.27,16:00,142.398,142.724,142.267,142.7,50145,1,0,0,0,1,1,2.0,5.0,4.0,1,0,13.9
108,2021.01.27,20:00,142.702,142.863,142.382,142.413,38136,0,1,0,0,0,1,-2.0,4.0,5.0,0,1,-5.2
109,2021.01.28,00:00,142.415,142.664,142.33,142.649,27076,1,0,0,0,0,0,-2.0,5.0,4.0,1,0,0.1
110,2021.01.28,04:00,142.648,142.665,142.517,142.591,22259,0,1,0,1,0,0,-1.0,5.0,3.0,0,1,-32.7
111,2021.01.28,08:00,142.589,142.617,142.19,142.362,39519,0,1,0,1,0,0,4.0,5.0,3.0,0,0,4.7
112,2021.01.28,12:00,142.362,142.714,142.237,142.688,42430,1,0,0,0,1,0,0.0,5.0,4.0,1,0,52.2
113,2021.01.28,16:00,142.688,143.236,142.667,143.125,47037,1,0,0,0,1,1,1.0,5.0,5.0,0,0,3.3
114,2021.01.28,20:00,143.126,143.269,142.947,142.971,30723,0,1,0,0,0,1,-2.0,3.0,5.0,0,1,-2.1
115,2021.01.29,00:00,142.971,143.458,142.926,143.294,30794,1,0,0,0,0,0,0.0,4.0,5.0,1,0,-10.1
116,2021.01.29,04:00,143.297,143.357,143.109,143.17,23671,0,1,0,1,0,0,-2.0,4.0,4.0,0,1,-11.5
117,2021.01.29,08:00,143.174,143.434,142.994,143.317,39932,1,0,0,1,0,0,4.0,4.0,3.0,1,0,47.8
118,2021.01.29,12:00,143.318,143.912,143.184,143.812,45579,1,0,0,0,1,0,1.0,5.0,5.0,0,0,4.5
119,2021.01.29,16:00,143.811,143.957,143.43,143.501,52052,0,1,0,0,1,1,1.0,4.0,5.0,0,1,-5.2
120,2021.01.29,20:00,143.501,143.677,143.378,143.447,33740,0,1,0,0,0,1,-2.0,3.0,4.0,0,0,-0.4
121,2021.02.01,00:00,143.573,143.669,143.374,143.645,25763,1,0,0,0,0,0,-2.0,5.0,2.0,1,0,24.9
122,2021.02.01,04:00,143.648,143.918,143.643,143.866,18600,1,0,0,1,0,0,-2.0,5.0,5.0,0,0,18.4
123,2021.02.01,08:00,143.867,144.102,143.668,143.985,34680,1,0,0,1,0,0,5.0,4.0,3.0,0,0,-11.5
124,2021.02.01,12:00,143.987,143.987,143.499,143.536,37478,0,1,0,0,1,0,0.0,5.0,5.0,0,1,-12.9
125,2021.02.01,16:00,143.536,143.687,143.37,143.589,39792,1,0,0,0,1,1,0.0,4.0,3.0,1,0,-5.9
126,2021.02.01,20:00,143.589,143.628,143.324,143.336,22881,0,1,0,0,0,1,-3.0,5.0,5.0,0,1,-14.7
127,2021.02.02,00:00,143.177,143.608,143.177,143.6,16177,1,0,0,0,0,0,-2.0,5.0,5.0,1,0,11.6
128,2021.02.02,04:00,143.6,143.724,143.532,143.671,17924,1,0,0,1,0,0,1.0,4.0,4.0,0,0,5.0
129,2021.02.02,08:00,143.67,143.774,143.546,143.612,29306,0,1,0,1,0,0,4.0,3.0,4.0,0,1,-16.4
130,2021.02.02,12:00,143.61,143.683,143.382,143.419,35866,0,1,0,0,1,0,2.0,4.0,5.0,0,0,-25.2
131,2021.02.02,16:00,143.417,143.462,143.13,143.427,42932,1,0,0,0,1,1,1.0,5.0,1.0,1,0,4.8
132,2021.02.02,20:00,143.428,143.51,143.394,143.469,21859,1,0,0,0,0,1,-3.0,4.0,4.0,0,0,7.3
133,2021.02.03,00:00,143.471,143.583,143.372,143.561,20801,1,0,0,0,0,0,,5.0,3.0,0,0,1.6
134,2021.02.03,04:00,143.561,143.599,143.431,143.453,12746,0,1,0,1,0,0,-2.0,4.0,5.0,0,1,-14.0
135,2021.02.03,08:00,143.452,143.689,143.291,143.291,29594,0,1,0,1,0,0,5.0,3.0,5.0,0,0,-17.8
136,2021.02.03,12:00,143.29,143.374,143.113,143.354,31362,1,0,0,0,1,0,0.0,5.0,2.0,1,0,16.2
137,2021.02.03,16:00,143.354,143.536,143.255,143.411,37422,1,0,0,0,1,1,1.0,3.0,4.0,0,0,-11.1
138,2021.02.03,20:00,143.411,143.425,143.185,143.284,20712,0,1,0,0,0,1,-3.0,5.0,3.0,0,1,4.3
139,2021.02.04,00:00,143.285,143.388,143.228,143.279,13130,0,1,0,0,0,0,-2.0,2.0,4.0,0,0,-24.2
140,2021.02.04,04:00,143.279,143.345,142.986,143.042,18200,0,1,0,1,0,0,2.0,5.0,5.0,0,0,-14.8
141,2021.02.04,08:00,143.042,143.165,142.838,142.951,32731,0,1,0,1,0,0,4.0,4.0,4.0,0,0,3.0
142,2021.02.04,12:00,142.947,144.214,142.868,144.074,40560,1,0,0,0,1,0,2.0,5.0,5.0,1,0,-4.8
143,2021.02.04,16:00,144.074,144.166,143.929,144.045,35859,0,1,0,0,1,1,-1.0,4.0,3.0,0,1,3.1
144,2021.02.04,20:00,144.043,144.363,143.96,144.255,16741,1,0,0,0,0,1,-3.0,4.0,4.0,1,0,14.7
145,2021.02.05,00:00,144.255,144.51,144.136,144.362,16373,1,0,0,0,0,0,,4.0,4.0,0,0,-12.0
146,2021.02.05,04:00,144.362,144.39,144.252,144.352,11298,0,1,0,1,0,0,-2.0,4.0,2.0,0,1,2.6
147,2021.02.05,08:00,144.354,144.493,144.278,144.39,25750,1,0,0,1,0,0,5.0,3.0,4.0,1,0,39.5
148,2021.02.05,12:00,144.395,144.888,144.391,144.83,37840,1,0,0,0,1,0,3.0,5.0,5.0,0,0,-0.1
149,2021.02.05,16:00,144.83,144.887,144.566,144.672,39793,0,1,0,0,1,1,0.0,5.0,4.0,0,1,3.8
150,2021.02.05,20:00,144.672,144.799,144.604,144.72,16718,1,0,0,0,0,1,-3.0,3.0,4.0,1,0,12.8
151,2021.02.08,00:00,144.426,144.927,144.407,144.849,28639,1,0,0,0,0,0,4.0,5.0,5.0,0,0,-4.3
152,2021.02.08,04:00,144.849,144.884,144.762,144.845,11196,0,1,0,1,0,0,-4.0,4.0,2.0,0,1,-7.1
153,2021.02.08,08:00,144.844,144.931,144.691,144.751,23597,0,1,0,1,0,0,5.0,4.0,4.0,0,0,-28.1
154,2021.02.08,12:00,144.75,144.8,144.41,144.455,30601,0,1,0,0,1,0,2.0,5.0,5.0,0,0,1.1
155,2021.02.08,16:00,144.455,144.762,144.421,144.544,37403,1,0,0,0,1,1,2.0,2.0,5.0,1,0,-14.7
156,2021.02.08,20:00,144.544,144.615,144.463,144.483,16413,0,1,0,0,0,1,-3.0,3.0,5.0,0,1,2.3
157,2021.02.09,00:00,144.516,144.66,144.486,144.627,21036,1,0,0,0,0,0,2.0,5.0,5.0,1,0,0.9
158,2021.02.09,04:00,144.627,144.669,144.448,144.575,16502,0,1,0,1,0,0,-2.0,5.0,3.0,0,1,-36.5
159,2021.02.09,08:00,144.574,144.596,144.083,144.101,31059,0,1,0,1,0,0,5.0,5.0,5.0,0,0,-4.9
160,2021.02.09,12:00,144.101,144.265,144.034,144.201,31270,1,0,0,0,1,0,0.0,4.0,4.0,1,0,7.6
161,2021.02.09,16:00,144.202,144.341,144.108,144.272,33227,1,0,0,0,1,1,0.0,4.0,3.0,0,0,17.3
162,2021.02.09,20:00,144.272,144.514,144.249,144.455,17456,1,0,0,0,0,1,-3.0,4.0,5.0,0,0,6.9
163,2021.02.10,00:00,144.455,144.583,144.368,144.572,18751,1,0,0,0,0,0,0.0,5.0,3.0,0,0,6.5
164,2021.02.10,04:00,144.576,144.648,144.483,144.51,9555,0,1,0,1,0,0,-3.0,3.0,5.0,0,1,-7.5
165,2021.02.10,08:00,144.512,145.066,144.408,144.975,29646,1,0,0,1,0,0,5.0,5.0,5.0,1,0,-3.1
166,2021.02.10,12:00,144.98,145.035,144.794,144.905,31614,0,1,0,0,1,0,0.0,4.0,3.0,0,1,4.1
167,2021.02.10,16:00,144.904,145.005,144.835,144.931,42833,1,0,0,0,1,1,2.0,3.0,3.0,1,0,-4.3
168,2021.02.10,20:00,144.93,144.962,144.614,144.653,17508,0,1,0,0,0,1,-3.0,5.0,5.0,0,1,-5.3
169,2021.02.11,00:00,144.653,144.751,144.561,144.604,13442,0,1,0,0,0,0,-2.0,3.0,4.0,0,0,4.0
170,2021.02.11,04:00,144.603,144.885,144.601,144.825,12430,1,0,0,1,0,0,,4.0,5.0,1,0,1.7
171,2021.02.11,08:00,144.825,144.902,144.6,144.799,22864,0,1,0,1,0,0,5.0,4.0,2.0,0,1,8.5
172,2021.02.11,12:00,144.798,144.901,144.685,144.85,23462,1,0,0,0,1,0,0.0,4.0,3.0,1,0,-2.8
173,2021.02.11,16:00,144.849,144.873,144.602,144.665,38365,0,1,0,0,1,1,4.0,5.0,4.0,0,1,-1.2
174,2021.02.11,20:00,144.665,144.737,144.59,144.687,20367,1,0,0,0,0,1,-3.0,4.0,3.0,1,0,1.6
175,2021.02.12,00:00,144.682,144.753,144.609,144.657,11399,0,1,0,0,0,0,-3.0,3.0,4.0,0,1,-11.4
176,2021.02.12,04:00,144.656,144.741,144.495,144.719,11195,1,0,0,1,0,0,,5.0,2.0,1,0,20.1
177,2021.02.12,08:00,144.718,144.942,144.559,144.827,24681,1,0,0,1,0,0,5.0,4.0,3.0,0,0,6.7
178,2021.02.12,12:00,144.826,145.009,144.716,144.997,26804,1,0,0,0,1,0,0.0,5.0,4.0,0,0,43.4
179,2021.02.12,16:00,144.997,145.443,144.962,145.416,33399,1,0,0,0,1,1,2.0,5.0,5.0,0,0,3.3
180,2021.02.12,20:00,145.415,145.476,145.329,145.346,14751,0,1,0,0,0,1,-3.0,3.0,5.0,0,1,-9.6
181,2021.02.15,00:00,145.233,145.911,145.233,145.867,20135,1,0,0,0,0,0,2.0,5.0,5.0,1,0,18.7
182,2021.02.15,04:00,145.866,146.098,145.816,146.014,12904,1,0,0,1,0,0,-2.0,4.0,5.0,0,0,40.1
183,2021.02.15,08:00,146.014,146.499,145.95,146.453,25084,1,0,0,1,0,0,5.0,5.0,5.0,0,0,13.3
184,2021.02.15,12:00,146.453,146.632,146.35,146.457,23393,1,0,0,0,1,0,,2.0,4.0,0,0,0.3
185,2021.02.15,16:00,146.457,146.635,146.435,146.483,19520,1,0,0,0,1,1,-1.0,2.0,5.0,0,0,-8.2
186,2021.02.15,20:00,146.483,146.553,146.369,146.471,9483,0,1,0,0,0,1,-3.0,4.0,3.0,0,1,-0.5
187,2021.02.16,00:00,146.496,147.147,146.364,147.071,15664,1,0,0,0,0,0,4.0,5.0,5.0,1,0,15.8
188,2021.02.16,04:00,147.071,147.305,146.854,146.933,16636,0,1,0,1,0,0,0.0,3.0,5.0,0,1,-21.9
189,2021.02.16,08:00,146.932,147.079,146.635,146.704,29702,0,1,0,1,0,0,4.0,4.0,5.0,0,0,-11.5
190,2021.02.16,12:00,146.705,146.944,146.52,146.799,36819,1,0,0,0,1,0,2.0,4.0,3.0,1,0,41.1
191,2021.02.16,16:00,146.807,147.355,146.662,147.32,47183,1,0,0,0,1,1,2.0,5.0,4.0,0,0,9.8
192,2021.02.16,20:00,147.32,147.453,147.252,147.31,17586,0,1,0,0,0,1,-4.0,2.0,4.0,0,1,-15.1
193,2021.02.17,00:00,147.378,147.567,147.101,147.118,25710,0,1,0,0,0,0,3.0,3.0,5.0,0,0,-7.4
194,2021.02.17,04:00,147.116,147.212,147.027,147.061,18393,0,1,0,1,0,0,-2.0,3.0,5.0,0,0,-0.4
195,2021.02.17,08:00,147.06,147.217,147.023,147.118,31442,1,0,0,1,0,0,4.0,3.0,5.0,1,0,10.1
196,2021.02.17,12:00,147.116,147.318,146.866,146.978,33499,0,1,0,0,1,0,0.0,3.0,4.0,0,1,-44.9
197,2021.02.17,16:00,146.978,147.018,146.417,146.585,44936,0,1,0,0,1,1,2.0,5.0,4.0,0,0,14.6
198,2021.02.17,20:00,146.586,146.824,146.563,146.761,16081,1,0,0,0,0,1,-4.0,4.0,5.0,1,0,6.0
199,2021.02.18,00:00,146.726,146.884,146.568,146.625,14071,0,1,0,0,0,0,-1.0,3.0,5.0,0,1,-1.9
200,2021.02.18,04:00,146.625,146.751,146.549,146.657,13534,1,0,0,1,0,0,,3.0,4.0,1,0,50.2
201,2021.02.18,08:00,146.654,147.253,146.579,147.183,28404,1,0,0,1,0,0,5.0,5.0,5.0,0,0,53.4
202,2021.02.18,12:00,147.185,147.787,147.173,147.638,34821,1,0,0,0,1,0,2.0,4.0,5.0,0,0,-5.9
203,2021.02.18,16:00,147.639,147.728,147.363,147.525,40930,0,1,0,0,1,1,1.0,4.0,3.0,0,1,16.0
204,2021.02.18,20:00,147.525,147.716,147.523,147.681,15898,1,0,0,0,0,1,-4.0,5.0,5.0,1,0,-1.0
205,2021.02.19,00:00,147.677,147.706,147.522,147.58,14983,0,1,0,0,0,0,,5.0,4.0,0,1,-14.1
206,2021.02.19,04:00,147.581,147.591,147.381,147.516,12332,0,1,0,1,0,0,-1.0,5.0,2.0,0,0,-9.8
207,2021.02.19,08:00,147.519,147.699,147.283,147.425,28469,0,1,0,1,0,0,5.0,3.0,4.0,0,0,8.6
208,2021.02.19,12:00,147.424,147.97,147.369,147.91,31929,1,0,0,0,1,0,1.0,5.0,5.0,1,0,18.8
209,2021.02.19,16:00,147.908,148.158,147.79,147.851,37407,0,1,0,0,1,1,1.0,2.0,5.0,0,1,-18.5
210,2021.02.19,20:00,147.851,148.008,147.605,147.638,19093,0,1,0,0,0,1,-3.0,4.0,5.0,0,0,3.0
211,2021.02.22,00:00,147.635,148.248,147.635,148.171,26874,1,0,0,0,0,0,3.0,5.0,5.0,1,0,1.5
212,2021.02.22,04:00,148.169,148.263,147.969,148.098,15351,0,1,0,1,0,0,-3.0,4.0,3.0,0,1,-16.3
213,2021.02.22,08:00,148.097,148.293,147.806,148.052,30492,0,1,0,1,0,0,5.0,3.0,3.0,0,0,1.4
