0,date,time,open,high,low,close,volume,state
1,2019.01.02,00:00,139.598,139.827,139.574,139.684,10153,1
2,2019.01.02,01:00,139.66,139.908,139.655,139.881,4234,1
3,2019.01.02,02:00,139.881,139.881,139.641,139.779,7006,-1
4,2019.01.02,03:00,139.781,139.815,139.667,139.698,5092,-1
5,2019.01.02,04:00,139.699,139.699,139.228,139.282,7430,-1
6,2019.01.02,05:00,139.283,139.322,139.205,139.313,5253,1
7,2019.01.02,06:00,139.314,139.33,139.218,139.311,2653,-1
8,2019.01.02,07:00,139.31,139.479,139.301,139.442,5370,1
9,2019.01.02,08:00,139.442,139.487,139.3,139.375,6170,-1
10,2019.01.02,09:00,139.375,139.457,139.29,139.396,8205,1
11,2019.01.02,10:00,139.395,139.463,138.319,138.504,15757,-1
12,2019.01.02,11:00,138.504,138.563,138.145,138.252,12841,-1
13,2019.01.02,12:00,138.253,138.411,138.083,138.214,9513,-1
14,2019.01.02,13:00,138.213,138.32,138.111,138.197,9632,-1
15,2019.01.02,14:00,138.195,138.366,138.038,138.097,9915,-1
16,2019.01.02,15:00,138.091,138.141,137.444,137.694,14190,-1
17,2019.01.02,16:00,137.689,137.894,137.631,137.848,11313,1
18,2019.01.02,17:00,137.847,138.044,137.654,137.725,13455,-1
19,2019.01.02,18:00,137.732,137.895,137.509,137.605,12231,-1
20,2019.01.02,19:00,137.604,137.82,137.567,137.77,10706,1
21,2019.01.02,20:00,137.769,137.877,137.731,137.836,7306,1
22,2019.01.02,21:00,137.834,137.834,137.686,137.736,7868,-1
23,2019.01.02,22:00,137.736,137.736,137.518,137.583,11850,-1
24,2019.01.02,23:00,137.586,137.621,137.26,137.26,6568,-1
25,2019.01.03,00:00,137.241,137.283,131.66,133.012,6874,-1
26,2019.01.03,01:00,133.011,135.294,132.771,134.453,15255,1
27,2019.01.03,02:00,134.451,135.25,134.448,135.069,9349,1
28,2019.01.03,03:00,135.068,135.238,134.73,134.921,8785,-1
29,2019.01.03,04:00,134.92,134.932,134.393,134.409,8392,-1
30,2019.01.03,05:00,134.409,134.606,134.273,134.474,6630,1
31,2019.01.03,06:00,134.475,134.618,134.443,134.455,4512,-1
32,2019.01.03,07:00,134.454,134.488,133.88,134.2,7756,-1
33,2019.01.03,08:00,134.195,134.224,134.04,134.134,7885,-1
34,2019.01.03,09:00,134.132,135.109,134.132,135.003,16222,1
35,2019.01.03,10:00,135.003,135.56,134.828,135.285,16575,1
36,2019.01.03,11:00,135.283,135.675,135.27,135.442,12081,1
37,2019.01.03,12:00,135.439,135.466,135.156,135.294,11737,-1
38,2019.01.03,13:00,135.293,135.317,134.996,135.065,11085,-1
39,2019.01.03,14:00,135.066,135.356,134.981,135.224,9944,1
40,2019.01.03,15:00,135.224,135.797,135.124,135.654,16071,1
41,2019.01.03,16:00,135.651,135.885,135.484,135.484,15040,-1
42,2019.01.03,17:00,135.387,135.835,134.945,135.516,23345,1
43,2019.01.03,18:00,135.514,136.786,135.458,136.541,20027,1
44,2019.01.03,19:00,136.548,136.643,136.26,136.573,15575,1
45,2019.01.03,20:00,136.575,136.58,136.19,136.228,11181,-1
46,2019.01.03,21:00,136.228,136.262,136.073,136.083,10780,-1
47,2019.01.03,22:00,136.079,136.129,135.696,135.854,12163,-1
48,2019.01.03,23:00,135.859,136.069,135.806,135.941,4488,1
49,2019.01.04,00:00,135.942,136.054,135.895,136.03,4811,1
50,2019.01.04,01:00,136.028,136.353,136.017,136.186,9297,1
51,2019.01.04,02:00,136.187,136.288,135.806,135.887,13384,-1
52,2019.01.04,03:00,135.886,136.451,135.886,136.316,11050,1
53,2019.01.04,04:00,136.317,136.758,136.239,136.622,9988,1
54,2019.01.04,05:00,136.622,137.069,136.599,136.946,8539,1
55,2019.01.04,06:00,136.947,137.056,136.873,136.9,5681,-1
56,2019.01.04,07:00,136.901,136.946,136.703,136.776,5510,-1
57,2019.01.04,08:00,136.775,136.806,136.547,136.699,6377,-1
58,2019.01.04,09:00,136.699,136.857,136.315,136.423,9826,-1
59,2019.01.04,10:00,136.425,136.878,136.405,136.868,10930,1
60,2019.01.04,11:00,136.867,136.917,136.75,136.897,9787,1
61,2019.01.04,12:00,136.895,137.155,136.795,136.864,8990,-1
62,2019.01.04,13:00,136.864,136.915,136.751,136.79,6553,-1
63,2019.01.04,14:00,136.791,136.915,136.774,136.832,6669,1
64,2019.01.04,15:00,136.831,137.122,136.768,136.925,15079,1
