0,date,time,open,high,low,close,volume,state
1,2020.01.02,00:00,1.32463,1.32481,1.32463,1.32477,388,1
2,2020.01.02,00:15,1.32477,1.32499,1.32458,1.32485,310,1
3,2020.01.02,00:30,1.32497,1.32504,1.32465,1.32501,202,1
4,2020.01.02,00:45,1.325,1.32544,1.32463,1.32472,1098,-1
5,2020.01.02,01:00,1.32473,1.32611,1.32472,1.32568,945,1
6,2020.01.02,01:15,1.32568,1.3258,1.32527,1.3254,307,-1
7,2020.01.02,01:30,1.3254,1.32551,1.32507,1.32514,257,-1
8,2020.01.02,01:45,1.32515,1.32522,1.32493,1.32501,517,-1
9,2020.01.02,02:00,1.32499,1.32531,1.32469,1.32504,703,1
10,2020.01.02,02:15,1.32505,1.32585,1.32482,1.32514,514,1
11,2020.01.02,02:30,1.32517,1.32568,1.32508,1.32564,608,1
12,2020.01.02,02:45,1.3256,1.32622,1.32553,1.32564,567,1
13,2020.01.02,03:00,1.32566,1.32622,1.32556,1.32596,694,1
14,2020.01.02,03:15,1.32597,1.32661,1.32581,1.32636,1092,1
15,2020.01.02,03:30,1.32635,1.32649,1.32577,1.32589,830,-1
16,2020.01.02,03:45,1.32589,1.32589,1.32535,1.32559,889,-1
17,2020.01.02,04:00,1.32557,1.32562,1.32496,1.32498,671,-1
18,2020.01.02,04:15,1.32501,1.32503,1.32445,1.32462,714,-1
19,2020.01.02,04:30,1.32462,1.32497,1.32438,1.32486,398,1
20,2020.01.02,04:45,1.32486,1.3253,1.32484,1.32485,619,-1
21,2020.01.02,05:00,1.32486,1.32494,1.32394,1.32394,941,-1
22,2020.01.02,05:15,1.32395,1.32395,1.32159,1.32205,881,-1
23,2020.01.02,05:30,1.32205,1.32217,1.32128,1.32138,845,-1
24,2020.01.02,05:45,1.32137,1.32156,1.32029,1.32096,884,-1
25,2020.01.02,06:00,1.32093,1.32119,1.32034,1.32114,922,1
26,2020.01.02,06:15,1.32119,1.32175,1.32096,1.3211,967,-1
27,2020.01.02,06:30,1.32113,1.32179,1.32113,1.32153,695,1
28,2020.01.02,06:45,1.32155,1.32169,1.32034,1.32073,1030,-1
29,2020.01.02,07:00,1.32073,1.32104,1.32022,1.32059,1259,-1
30,2020.01.02,07:15,1.32059,1.32107,1.32022,1.32062,1213,1
